year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,binary_test,sentiment_score,rough_score
2012,tt1655460,Wanderlust,ok,ok,PASS,32500000,17288155,24159934,2012PASS,32975753,17541229,24513601,1,1,1655460,"rattled by sudden unemployment, a manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",R,TRUE,English,USA,"David Wain, Ken Marino",53,5.6,David Wain,24 Feb 2012,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",Comedy,1 win.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,49323,NA,1,2,1
2012,tt1646987,Wrath of the Titans,notalk-disagree,notalk,FAIL,150000000,83670083,301970083,2012FAIL,152195785,84894893,306390492,1,1,1646987,"perseus braves the treacherous underworld to rescue his father, zeus, captured by his son, ares, and brother hades who unleash the ancient titans upon the world.",PG-13,TRUE,English,"USA, Spain","Dan Mazeau (screenplay), David Johnson (screenplay), Greg Berlanti (story), David Johnson (story), Dan Mazeau (story), Beverley Cross",37,5.8,Jonathan Liebesman,30 Mar 2012,"Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez","Action, Adventure, Fantasy",2 wins & 2 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,117567,NA,0,2,-2
2012,tt1772341,Wreck-It Ralph,ok-disagree,ok,PASS,165000000,189412677,473412677,2012PASS,167415363,192185407,480342759,1,1,1772341,"a video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",PG,TRUE,English,USA,"Rich Moore (story), Phil Johnston (story), Jim Reardon (story), Phil Johnston (screenplay), Jennifer Lee (screenplay), John C. Reilly (additional story material), Sam J. Levine (additional story material), Jared Stern (additional story material)",72,7.8,Rich Moore,02 Nov 2012,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 19 wins & 20 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,167471,NA,1,3,0
2012,tt1790885,Zero Dark Thirty,ok-disagree,ok,PASS,52500000,95720716,137720716,2012PASS,53268525,97121930,139736750,1,1,1790885,"a chronicle of the decade-long hunt for al-qaeda terrorist leader osama bin laden after the september 2001 attacks, and his death at the hands of the navy s.e.a.l. team 6 in may 2011.",R,TRUE,"English, Arabic",USA,Mark Boal,95,7.4,Kathryn Bigelow,11 Jan 2013,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler","Drama, History, Thriller",Won 1 Oscar. Another 57 wins & 72 nominations.,157 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,161319,NA,1,-3,-2
2011,tt1622547,30 Minutes or Less,notalk,notalk,FAIL,28000000,37053924,40966716,2011FAIL,28999342,38376408,42428850,1,1,1622547,"two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",R,TRUE,"English, German, Spanish","Germany, Canada, USA","Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)",49,6.2,Ruben Fleischer,12 Aug 2011,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson","Action, Comedy, Crime",N/A,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg,63927,NA,0,-6,-1
2011,tt1306980,50/50,men-disagree,men,FAIL,8000000,35016118,41334735,2011FAIL,8285526,36265871,42810004,1,1,1306980,"inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",R,TRUE,English,USA,Will Reiser,72,7.8,Jonathan Levine,30 Sep 2011,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard","Comedy, Drama",Nominated for 2 Golden Globes. Another 9 wins & 9 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,207865,NA,0,2,-2
2011,tt1571222,A Dangerous Method,dubious,dubious,FAIL,20000000,5702083,14807531,2011FAIL,20713816,5905595,15336023,1,1,1571222,a look at how the intense relationship between carl jung and sigmund freud gives birth to psychoanalysis.,R,TRUE,English,"UK, Germany, Canada, Switzerland","Christopher Hampton (screenplay), Christopher Hampton (play), John Kerr (book)",76,6.5,David Cronenberg,10 Nov 2011,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel","Biography, Drama, Thriller",Nominated for 1 Golden Globe. Another 17 wins & 16 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,61249,NA,0,1,-1
2011,tt1549572,Another Earth,ok,ok,PASS,175000,1321194,1781194,2011PASS,181246,1368348,1844766,1,1,1549572,"on the night of the discovery of a duplicate earth in the solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",PG-13,TRUE,English,USA,"Mike Cahill, Brit Marling",66,7,Mike Cahill,12 Oct 2011,"William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava","Drama, Sci-Fi",7 wins & 10 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX300.jpg,46993,NA,1,0,1
2011,tt1430607,Arthur Christmas,notalk,notalk,FAIL,85000000,46462469,147624649,2011FAIL,88033717,48120751,152893489,1,1,1430607,"on christmas night at the north pole, santa's youngest son looks to use his father's high-tech operation for an urgent mission.",PG,TRUE,English,"UK, USA","Peter Baynham (screenplay), Sarah Smith (screenplay)",69,7.1,"Sarah Smith, Barry Cook",23 Nov 2011,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent","Animation, Comedy, Drama",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg,25736,NA,0,-1,-1
2011,tt1284575,Bad Teacher,ok-disagree,ok,PASS,19000000,100292856,216412265,2011PASS,19678125,103872387,224136189,1,1,1284575,"a lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",R,TRUE,English,USA,"Gene Stupnitsky, Lee Eisenberg",47,5.7,Jake Kasdan,24 Jun 2011,"Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake",Comedy,5 wins & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg,123366,NA,1,-6,-3
2011,tt1152398,Beastly,notalk,notalk,FAIL,17000000,27865571,38028230,2011FAIL,17606743,28860115,39385487,1,1,1152398,"a modern-day take on the ""beauty and the beast"" tale where a new york teen is transformed into a hideous monster in order to find true love.",PG-13,TRUE,English,USA,"Daniel Barnz (screenplay), Alex Flinn (novel)",40,5.5,Daniel Barnz,04 Mar 2011,"Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson","Drama, Fantasy, Romance",1 win & 1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,45885,NA,0,5,1
2011,tt1478338,Bridesmaids,ok-disagree,ok,PASS,32500000,169106725,289263136,2011PASS,33659951,175142277,299587165,1,1,1478338,"competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",R,TRUE,English,USA,"Kristen Wiig, Annie Mumolo",75,6.9,Paul Feig,13 May 2011,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi","Comedy, Romance",Nominated for 2 Oscars. Another 11 wins & 44 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,166930,NA,1,0,1
2011,tt0458339,Captain America: The First Avenger,notalk-disagree,notalk,FAIL,140000000,176654505,370569776,2011FAIL,144996710,182959443,383795703,1,1,0458339,"after being deemed unfit for military service, steve rogers volunteers for a top secret research project that turns him into captain america, a superhero dedicated to defending usa ideals.",PG-13,TRUE,"English, Norwegian, French",USA,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (comic books), Jack Kirby (comic books)",66,6.8,Joe Johnston,22 Jul 2011,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones","Action, Adventure, Sci-Fi",2 wins & 19 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg,277792,NA,0,4,1
2011,tt1216475,Cars 2,men,men,FAIL,200000000,191450875,560155383,2011FAIL,207138157,198283907,580147769,1,1,1216475,star race car lightning mcqueen and his pal mater head overseas to compete in the world grand prix race. but the road to the championship becomes rocky as mater gets caught up in an intriguing adventure of his own: international espionage.,G,TRUE,"English, Japanese, Italian, French",USA,"John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay)",57,6.4,"John Lasseter, Brad Lewis",24 Jun 2011,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer","Animation, Adventure, Comedy",Nominated for 1 Golden Globe. Another 1 win & 15 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,68226,NA,0,5,1
2011,tt1684628,Circumstance,ok,ok,PASS,900000,454121,454121,2011PASS,932122,470329,470329,1,1,1684628,a wealthy iranian family struggles to contain a teenager's growing sexual rebellion and her brother's dangerous obsession.,R,TRUE,"Persian, English, French","France, USA, Iran",Maryam Keshavarz,65,6,Maryam Keshavarz,08 Feb 2012,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa",Drama,7 wins & 7 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc5NjI5MzA3OV5BMl5BanBnXkFtZTcwOTgxNzcyNg@@._V1_SX300.jpg,5178,NA,1,-1,0
2011,tt1657507,Colombiana,notalk,notalk,FAIL,40000000,36665854,71698079,2011FAIL,41427631,37974487,74257040,1,1,1657507,"a young woman, after witnessing her parents' murder as a child in bogota, grows up to be a stone-cold assassin.",PG-13,TRUE,"English, Spanish",France,"Luc Besson (screenplay), Robert Mark Kamen (screenplay)",45,6.4,Olivier Megaton,26 Aug 2011,"Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg","Action, Crime, Drama",2 wins & 4 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,60079,NA,0,-2,-3
2011,tt0816462,Conan the Barbarian,dubious-disagree,dubious,FAIL,20000000,38264085,79114085,2011FAIL,20713816,39629760,81937729,1,1,0816462,a vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,R,TRUE,English,USA,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)",36,5.2,Marcus Nispel,19 Aug 2011,"Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman","Action, Adventure, Fantasy",2 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg,69325,NA,0,-9,-16
2011,tt1372686,Coriolanus,men,men,FAIL,10000000,749641,1049641,2011FAIL,10356908,776396,1087104,1,1,1372686,a banished hero of rome allies with a sworn enemy to take his revenge on the city.,R,TRUE,English,UK,"John Logan (screenplay), William Shakespeare (play)",79,6.1,Ralph Fiennes,20 Jan 2012,"Ralph Fiennes, Gerard Butler, Lubna Azabal, Ashraf Barhom","Drama, Thriller, War",Nominated for 1 BAFTA Film Award. Another 10 wins & 8 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg,22126,NA,0,-2,-1
2011,tt1701990,Detention,ok,ok,PASS,10000000,#N/A,#N/A,2011PASS,10356908,#N/A,#N/A,1,1,1701990,"as a killer named cinderhella stalks the student body at the high school in grizzly lake, a group of co-eds band together to survive while they're all serving detention.",R,TRUE,English,USA,"Joseph Kahn, Mark Palermo",45,5.8,Joseph Kahn,13 Apr 2012,"Alison Woods, Logan Stalarow, Julie Dolan, Shanley Caswell","Comedy, Horror, Sci-Fi",N/A,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzMxMDA1Nl5BMl5BanBnXkFtZTcwODM3MDcxNQ@@._V1_SX300.jpg,8880,NA,1,-2,-1
2011,tt1564349,Dolphin Tale,men,men,FAIL,37000000,72286779,96068724,2011FAIL,38320559,74866751,99497492,1,1,1564349,a story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,PG,TRUE,English,USA,"Karen Janszen, Noam Dromi",64,6.9,Charles Martin Smith,23 Sep 2011,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson","Drama, Family",2 wins & 4 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NTQwMTU5NF5BMl5BanBnXkFtZTcwNTU0MzE0NQ@@._V1_SX300.jpg,12619,NA,0,-4,-2
2011,tt1462041,Dream House,ok,ok,PASS,50000000,21302340,39932340,2011PASS,51784539,22062637,41357557,1,1,1462041,"soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",PG-13,TRUE,English,"USA, Canada",David Loucka,35,5.9,Jim Sheridan,30 Sep 2011,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas","Drama, Mystery, Thriller",1 nomination.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg,35372,NA,1,-2,-1
2011,tt0780504,Drive,dubious-disagree,dubious,FAIL,15000000,35060689,78054825,2011FAIL,15535362,36312033,80840663,1,1,0780504,"a mysterious hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.",R,TRUE,"English, Spanish",USA,"Hossein Amini (screenplay), James Sallis (book)",78,7.9,Nicolas Winding Refn,16 Sep 2011,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","Crime, Drama",Nominated for 1 Oscar. Another 43 wins & 80 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,334747,NA,0,0,-2
2011,tt1596343,Fast Five,ok-disagree,ok,PASS,125000000,209837675,629841284,2011PASS,129461348,217326947,652320815,1,1,1596343,dominic toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful brazilian drug lord and a dangerous federal agent.,PG-13,TRUE,"English, Portuguese, Spanish, Italian",USA,"Chris Morgan, Gary Scott Thompson (characters)",67,7.3,Justin Lin,29 Apr 2011,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson","Action, Crime, Thriller",7 wins & 18 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg,203990,NA,1,4,1
2011,tt1622979,Final Destination 5,men,men,FAIL,40000000,42587643,157887643,2011FAIL,41427631,44107629,163522777,1,1,1622979,survivors of a suspension-bridge collapse learn there's no way you can cheat death.,R,TRUE,"English, Cantonese","USA, Canada","Eric Heisserer, Jeffrey Reddick (characters)",50,5.9,Steven Quale,12 Aug 2011,"Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe","Horror, Thriller",1 win & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg,64357,NA,0,-7,-3
2011,tt1068242,Footloose,ok,ok,PASS,24000000,51802742,63412773,2011PASS,24856579,53651623,65676025,1,1,1068242,"city teenager ren maccormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",PG-13,TRUE,English,USA,"Dean Pitchford (screenplay), Craig Brewer (screenplay), Dean Pitchford (story)",58,5.8,Craig Brewer,14 Oct 2011,"Kenny Wormald, Julianne Hough, Dennis Quaid, Andie MacDowell","Comedy, Drama, Music",3 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1_SX300.jpg,26507,NA,1,-1,-1
2011,tt0993842,Hanna,ok,ok,PASS,30000000,40259119,65343694,2011PASS,31070724,41695999,67675862,1,1,0993842,"a sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across europe, tracked by a ruthless intelligence agent and her operatives.",PG-13,TRUE,"English, French, German, Italian, Arabic, Spanish","USA, UK, Germany","Seth Lochhead (screenplay), David Farr (screenplay), Seth Lochhead (story)",65,6.8,Joe Wright,08 Apr 2011,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett","Action, Adventure, Thriller",4 wins & 10 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BNTAzMTg1NjY0NF5BMl5BanBnXkFtZTcwODc3MTgzNA@@._V1_SX300.jpg,130829,NA,1,3,0
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,notalk-disagree,notalk,FAIL,125000000,381011219,1328111219,2011FAIL,129461348,394609809,1375512553,1,1,1201607,"harry, ron and hermione search for voldemort's remaining horcruxes in their effort to destroy the dark lord.",PG-13,TRUE,English,"USA, UK","Steve Kloves (screenplay), J.K. Rowling (novel)",87,8.1,David Yates,15 Jul 2011,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe","Adventure, Fantasy, Mystery",Nominated for 3 Oscars. Another 33 wins & 49 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX300.jpg,344216,NA,0,-3,-2
2011,tt1506999,Haywire,nowomen-disagree,nowomen,FAIL,23000000,18942396,22176190,2011FAIL,23820888,19618465,22967676,1,1,1506999,a black ops super soldier seeks payback after she is betrayed and set up during a mission.,R,TRUE,"English, Spanish","USA, Ireland",Lem Dobbs,67,5.8,Steven Soderbergh,20 Jan 2012,"Gina Carano, Michael Angarano, Channing Tatum, Debby Lynn Ross","Action, Thriller",5 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI2MjIxOTUwN15BMl5BanBnXkFtZTcwNDM5NjcxNw@@._V1_SX300.jpg,60876,NA,0,0,0
2011,tt1562568,Higher Ground,ok,ok,PASS,1800000,841056,859182,2011PASS,1864243,871074,889847,1,1,1562568,a chronicle of one woman's lifelong struggle with her faith.,R,TRUE,English,USA,"Carolyn S. Briggs (screenplay), Tim Metcalfe (screenplay), Carolyn S. Briggs (memoir ""This Dark World"")",74,6.3,Vera Farmiga,01 Mar 2012,"Joshua Leonard, Norbert Leo Butz, Michael Chernus, Vera Farmiga",Drama,6 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU4NTMyNTQ3OF5BMl5BanBnXkFtZTcwMjMzNzI5NQ@@._V1_SX300.jpg,2166,NA,1,-1,0
2011,tt1499658,Horrible Bosses,ok,ok,PASS,35000000,117538559,214538559,2011PASS,36249178,121733603,222195609,1,1,1499658,three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,R,TRUE,English,USA,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan M. Goldstein (screenplay), Michael Markowitz (story)",57,6.9,Seth Gordon,08 Jul 2011,"Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day","Comedy, Crime",2 wins & 7 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg,256896,NA,1,-2,-2
2011,tt1464540,I Am Number Four,notalk,notalk,FAIL,50000000,55100437,145982797,2011FAIL,51784539,57067015,151193038,1,1,1464540,"aliens and their guardians are hiding on earth from intergalactic bounty hunters. they can only be killed in numerical order, and number four is next on the list. this is his story.",PG-13,TRUE,"English, French",USA,"Alfred Gough (screenplay), Miles Millar (screenplay), Marti Noxon (screenplay), Jobie Hughes (novel), James Frey (novel)",36,6.1,D.J. Caruso,18 Feb 2011,"Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron","Drama, Romance, Sci-Fi",1 win & 1 nomination.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,149524,NA,0,-4,-1
2011,tt1253864,Immortals,men,men,FAIL,75000000,83504017,211562435,2011FAIL,77676809,86484341,219113265,1,1,1253864,"theseus is a mortal man chosen by zeus to lead the fight against the ruthless king hyperion, who is on a rampage across greece to obtain a weapon that can destroy humanity.",R,TRUE,"English, Greek",USA,"Charley Parlapanides, Vlas Parlapanides",46,6.1,Tarsem Singh,11 Nov 2011,"Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto","Action, Drama, Fantasy",1 win & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg,112273,NA,0,-4,-2
2011,tt1637688,In Time,notalk,notalk,FAIL,35000000,37553932,170064664,2011FAIL,36249178,38894261,176134406,1,1,1637688,"in a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. here, will salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",PG-13,TRUE,English,USA,Andrew Niccol,53,6.6,Andrew Niccol,28 Oct 2011,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki","Action, Sci-Fi, Thriller",2 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,213311,NA,0,-3,-2
2011,tt1606618,Iris,ok,ok,PASS,5500000,5580479,15155021,2011PASS,5696299,5779651,15695916,1,1,1606618,"a hauntingly beautiful and unusual coming-of-age tale. set in 1890, iris's artist mother leaves stockholm for the summer and sends her 9-year old daughter to stay with an uncle in the ...",N/A,TRUE,Swedish,"Finland, Sweden","Annina Enckell, Mikael Wahlforss (screenplay)",NA,6.3,Ulrika Bengts,26 Aug 2011,"Magnus Krepper, Tobias Zilliacus, Emmi Pesonen, Marika Parkkomäki","Drama, Family, History",1 nomination.,N/A,movie,N/A,71,NA,1,3,0
2011,tt1564367,Just Go with It,dubious,dubious,FAIL,80000000,103028109,214974953,2011FAIL,82855263,106705263,222647578,1,1,1564367,"on a weekend trip to hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",PG-13,TRUE,English,USA,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Grédy (French play)",33,6.4,Dennis Dugan,11 Feb 2011,"Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson","Comedy, Romance",5 wins & 11 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0MTk3MjE2Nl5BMl5BanBnXkFtZTcwMjE0ODA0NA@@._V1_SX300.jpg,124675,NA,0,2,-1
2011,tt1788391,Kill List,dubious,dubious,FAIL,800000,29063,462206,2011FAIL,828553,30100,478703,1,1,1788391,"nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. what starts off as an easy task soon unravels, sending the killer into the heart of darkness.",Not Rated,TRUE,"English, Swedish",UK,"Amy Jump, Ben Wheatley",67,6.3,Ben Wheatley,02 Sep 2011,"Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley","Crime, Horror, Thriller",5 wins & 11 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BNzM3NzU2NzUzMV5BMl5BanBnXkFtZTcwNjY2OTUxNw@@._V1_SX300.jpg,17732,NA,0,1,0
2011,tt1448755,Killer Elite,nowomen,nowomen,FAIL,70000000,25124986,57777106,2011FAIL,72498355,26021717,59839216,1,1,1448755,"when his mentor is taken captive, a retired member of britain's elite special air service is forced into action. his mission: kill three assassins dispatched by their cunning leader.",R,TRUE,"English, Arabic, French, Spanish","UK, Australia","Matt Sherring (screenplay), Ranulph Fiennes (book)",44,6.5,Gary McKendry,23 Sep 2011,"Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell","Action, Crime, Thriller",2 wins & 7 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,83654,NA,0,-4,0
2011,tt1302011,Kung Fu Panda 2,ok,ok,PASS,150000000,165249063,664837547,2011PASS,155353618,171146932,688566122,1,1,1302011,"po and his friends fight to stop a peacock villain from conquering china with a deadly new weapon, but first the dragon warrior must come to terms with his past.",PG,TRUE,English,USA,"Jonathan Aibel, Glenn Berger",67,7.4,Jennifer Yuh,26 May 2011,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman","Animation, Action, Adventure",Nominated for 1 Oscar. Another 3 wins & 26 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg,118131,NA,1,-2,-1
2011,tt1508675,Le Havre,dubious,dubious,FAIL,5500000,611709,13480196,2011FAIL,5696299,633541,13961315,1,1,1508675,"when an african boy arrives by cargo ship in the port city of le havre, an aging shoe shiner takes pity on the child and welcomes him into his home.",Not Rated,TRUE,French,"Finland, France, Germany",Aki Kaurismäki,82,7.2,Aki Kaurismäki,08 Sep 2011,"André Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel","Comedy, Drama",15 wins & 24 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM1MDc2NDkxOV5BMl5BanBnXkFtZTcwNzE1NjM5Ng@@._V1_SX300.jpg,11153,NA,0,0,-1
