"","id","year","title","imdbid","rating","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"2584",1103,1989,"Shirley Valentine",98319,3,"tt0098319","movie","Shirley Valentine","Shirley Valentine",0,"1989","\N","108","Comedy,Drama,Romance"
"2585",1463,1989,"Przesluchanie",84548,3,"tt0084548","movie","Interrogation","Przesluchanie",0,"1989","\N","118","Crime,Drama,Thriller"
"2586",1540,1989,"Ghostbusters II",97428,2,"tt0097428","movie","Ghostbusters II","Ghostbusters II",0,"1989","\N","108","Action,Comedy,Fantasy"
"2587",1603,1989,"Honey, I Shrunk the Kids",97523,3,"tt0097523","movie","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",0,"1989","\N","93","Adventure,Comedy,Family"
"2588",1499,1989,"Wild Orchid",100934,3,"tt0100934","movie","Wild Orchid","Wild Orchid",0,"1989","\N","105","Drama,Romance"
"2589",1478,1989,"Abyss, The",96754,3,"tt0096754","movie","The Abyss","The Abyss",0,"1989","\N","140","Adventure,Drama,Mystery"
"2590",1640,1989,"Let It Ride",97731,2,"tt0097731","movie","Let It Ride","Let It Ride",0,"1989","\N","90","Action,Comedy"
"2591",1833,1989,"Fletch Lives",97366,1,"tt0097366","movie","Fletch Lives","Fletch Lives",0,"1989","\N","95","Comedy,Crime,Mystery"
"2592",1834,1989,"Weekend at Bernie&#39;s",98627,1,"tt0098627","movie","Weekend at Bernie's","Weekend at Bernie's",0,"1989","\N","97","Adventure,Comedy,Crime"
"2593",1847,1989,"Get Smart, Again!",97423,3,"tt0097423","tvMovie","Get Smart, Again!","Get Smart, Again!",0,"1989","\N","96","Comedy,Sci-Fi"
"2594",2065,1989,"Sex, Lies, and Videotape",98724,2,"tt0098724","movie","Sex, Lies, and Videotape","Sex, Lies, and Videotape",0,"1989","\N","100","Drama"
"2595",2074,1989,"&#39;Burbs, The",96734,1,"tt0096734","movie","The 'Burbs","The 'Burbs",0,"1989","\N","102","Comedy,Mystery,Thriller"
"2596",2353,1989,"Henry V",97499,3,"tt0097499","movie","Henry V","Henry V",0,"1989","\N","137","Biography,Drama,History"
"2597",2361,1989,"Dead Poets Society",97165,1,"tt0097165","movie","Dead Poets Society","Dead Poets Society",0,"1989","\N","128","Comedy,Drama"
"2598",2463,1989,"Bill &amp; Ted&#39;s Excellent Adventure",96928,2,"tt0096928","movie","Bill & Ted's Excellent Adventure","Bill & Ted's Excellent Adventure",0,"1989","\N","90","Adventure,Comedy,Music"
"2599",2488,1989,"She-Devil",98309,3,"tt0098309","movie","She-Devil","She-Devil",0,"1989","\N","99","Comedy"
"2600",2528,1989,"All Dogs Go to Heaven",96787,3,"tt0096787","movie","All Dogs Go to Heaven","All Dogs Go to Heaven",0,"1989","\N","84","Adventure,Animation,Comedy"
"2601",2619,1989,"Crimes and Misdemeanors",97123,3,"tt0097123","movie","Crimes and Misdemeanors","Crimes and Misdemeanors",0,"1989","\N","104","Comedy,Drama"
"2602",3808,1989,"Major League",97815,1,"tt0097815","movie","Major League","Major League",0,"1989","\N","107","Comedy,Sport"
"2603",3803,1989,"Seventh Continent, The",98327,3,"tt0098327","movie","The Seventh Continent","Der siebente Kontinent",0,"1989","\N","108","Drama"
"2604",3932,1989,"Leviathan",97737,3,"tt0097737","movie","Leviathan","Leviathan",0,"1989","\N","98","Adventure,Horror,Mystery"
"2605",3934,1989,"Drugstore Cowboy",97240,2,"tt0097240","movie","Drugstore Cowboy","Drugstore Cowboy",0,"1989","\N","101","Crime,Drama"
"2606",4036,1989,"UHF",98546,1,"tt0098546","movie","UHF","UHF",0,"1989","\N","97","Comedy,Sci-Fi"
"2607",4175,1989,"Meet The Feebles",97858,3,"tt0097858","movie","Meet the Feebles","Meet the Feebles",0,"1989","\N","97","Comedy,Music,Musical"
"2608",4268,1989,"Shag",98300,3,"tt0098300","movie","Shag","Shag",0,"1988","\N","98","Comedy,Drama,Romance"
"2609",4270,1989,"Say Anything...",98258,2,"tt0098258","movie","Say Anything","Say Anything...",0,"1989","\N","100","Comedy,Drama,Romance"
"2610",4364,1989,"Licence to Kill",97742,2,"tt0097742","movie","Licence to Kill","Licence to Kill",0,"1989","\N","133","Action,Adventure,Thriller"
"2611",4397,1989,"Oranges Are Not The Only Fruit",98032,3,"tt0098032","tvMiniSeries","Oranges Are Not the Only Fruit","Oranges Are Not the Only Fruit",0,"1989","1990","165","Drama"
"2612",4579,1989,"Dream Team, The",97235,0,"tt0097235","movie","The Dream Team","The Dream Team",0,"1989","\N","113","Comedy,Crime,Thriller"
"2613",4597,1989,"Cook, the Thief, His Wife &amp; Her Lover, The",97108,1,"tt0097108","movie","The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",0,"1989","\N","124","Crime,Drama"
"2614",4606,1989,"Dead Calm",97162,0,"tt0097162","movie","Dead Calm","Dead Calm",0,"1989","\N","96","Horror,Thriller"
"2615",4646,1989,"Leningrad Cowboys Go America",97728,0,"tt0097728","movie","Leningrad Cowboys Go America","Leningrad Cowboys Go America",0,"1989","\N","79","Comedy,Music"
"2616",4760,1989,"Teen Witch",98453,3,"tt0098453","movie","Teen Witch","Teen Witch",0,"1989","\N","93","Comedy,Fantasy,Romance"
"2617",5277,1989,"Turner &amp; Hooch",98536,1,"tt0098536","movie","Turner & Hooch","Turner & Hooch",0,"1989","\N","97","Comedy,Crime,Drama"
"2618",5534,1989,"Chopper Chicks in Zombietown",103959,3,"tt0103959","movie","Chopper Chicks in Zombietown","Chrome Hearts",0,"1989","\N","86","Comedy,Horror"
"2619",5574,1989,"Born on the Fourth of July",96969,3,"tt0096969","movie","Born on the Fourth of July","Born on the Fourth of July",0,"1989","\N","145","Biography,Drama,War"
"2620",6024,1989,"A Nightmare on Elm Street 5: The Dream Child",97981,3,"tt0097981","movie","A Nightmare on Elm Street: The Dream Child","A Nightmare on Elm Street: The Dream Child",0,"1989","\N","89","Fantasy,Horror"
"2621",6594,1989,"Do the Right Thing",97216,2,"tt0097216","movie","Do the Right Thing","Do the Right Thing",0,"1989","\N","120","Comedy,Drama"
"2622",6675,1989,"Friday the 13th Part VIII: Jason Takes Manhattan",97388,3,"tt0097388","movie","Friday the 13th Part VIII: Jason Takes Manhattan","Friday the 13th Part VIII: Jason Takes Manhattan",0,"1989","\N","100","Adventure,Horror,Thriller"
"2623",6975,1989,"Glory",97441,0,"tt0097441","movie","Glory","Glory",0,"1989","\N","122","Biography,Drama,History"
"2624",7048,1989,"Loverboy",97790,3,"tt0097790","movie","Loverboy","Loverboy",0,"1989","\N","98","Comedy"
"2625",7213,1989,"Godzilla vs. Biollante",97444,3,"tt0097444","movie","Godzilla vs. Biollante","Gojira vs. Biorante",0,"1989","\N","104","Action,Fantasy,Horror"
"2626",7222,1989,"Lethal Weapon 2",97733,3,"tt0097733","movie","Lethal Weapon 2","Lethal Weapon 2",0,"1989","\N","114","Action,Crime,Thriller"
"2627",7255,1989,"Driving Miss Daisy",97239,3,"tt0097239","movie","Driving Miss Daisy","Driving Miss Daisy",0,"1989","\N","99","Comedy,Drama,Romance"
"2628",7268,1989,"Field of Dreams",97351,2,"tt0097351","movie","Field of Dreams","Field of Dreams",0,"1989","\N","107","Drama,Family,Fantasy"
"2629",7269,1989,"My Left Foot",97937,3,"tt0097937","movie","My Left Foot","My Left Foot: The Story of Christy Brown",0,"1989","\N","103","Biography,Drama"
"2630",7438,1989,"Millennium",97883,3,"tt0097883","movie","Millennium","Millennium",0,"1989","\N","108","Drama,Sci-Fi,Thriller"
"2631",7842,1989,"Delinquents, The",97182,3,"tt0097182","movie","The Delinquents","The Delinquents",0,"1989","\N","101","Drama,Romance"
"2632",8323,1989,"National Lampoon&#39;s Christmas Vacation",97958,3,"tt0097958","movie","National Lampoon's Christmas Vacation","National Lampoon's Christmas Vacation",0,"1989","\N","97","Comedy"
"2633",8470,1989,"Celia",94849,3,"tt0094849","movie","Celia","Celia",0,"1989","\N","102","Drama,Fantasy,Horror"
"2634",8507,1989,"Babar: The Movie",96869,3,"tt0096869","movie","Babar: The Movie","Babar: The Movie",0,"1989","\N","70","Adventure,Animation,Family"
"2635",8997,1989,"Savage Beach",98257,3,"tt0098257","movie","Savage Beach","Savage Beach",0,"1989","\N","92","Action,Adventure"
"2636",9485,1989,"Kickboxer",97659,0,"tt0097659","movie","Kickboxer","Kickboxer",0,"1989","\N","97","Action,Sport,Thriller"
"2637",9487,1989,"Blind Fury",96945,1,"tt0096945","movie","Blind Fury","Blind Fury",0,"1989","\N","86","Action,Comedy,Crime"
"2638",9515,1989,"Karate Kid Part III, The",97647,0,"tt0097647","movie","The Karate Kid Part III","The Karate Kid Part III",0,"1989","\N","112","Action,Drama,Family"
"2639",9528,1989,"Killer, The",97202,0,"tt0097202","movie","The Killer","Dip huet seung hung",0,"1989","\N","111","Action,Crime,Drama"
"2640",9539,1989,"Farewell to the King",97334,0,"tt0097334","movie","Farewell to the King","Farewell to the King",0,"1989","\N","117","Action,Adventure,Drama"
"2641",9727,1989,"Tango &amp; Cash",98439,0,"tt0098439","movie","Tango & Cash","Tango & Cash",0,"1989","\N","104","Action,Comedy,Crime"
"2642",9752,1989,"Return of Swamp Thing, The",98193,3,"tt0098193","movie","The Return of Swamp Thing","The Return of Swamp Thing",0,"1989","\N","89","Action,Adventure,Comedy"
"2643",9770,1989,"Punisher, The",98141,1,"tt0098141","movie","The Punisher","The Punisher",0,"1989","\N","89","Action,Crime,Thriller"
"2644",10637,1989,"Sidewalk Stories",98325,2,"tt0098325","movie","Sidewalk Stories","Sidewalk Stories",0,"1989","\N","97","Comedy"
"2645",10709,1989,"Parenthood",98067,3,"tt0098067","movie","Parenthood","Parenthood",0,"1989","\N","124","Comedy,Drama"
"2646",10841,1989,"Sea of Love",98273,0,"tt0098273","movie","Sea of Love","Sea of Love",0,"1989","\N","113","Crime,Drama,Mystery"
"2647",10876,1989,"Casualties of War",97027,0,"tt0097027","movie","Casualties of War","Casualties of War",0,"1989","\N","113","Action,Crime,Drama"
"2648",11045,1989,"Look Who&#39;s Talking",97778,2,"tt0097778","movie","Look Who's Talking","Look Who's Talking",0,"1989","\N","93","Comedy"
"2649",118,1990,"Total Recall",100802,1,"tt0100802","movie","Total Recall","Total Recall",0,"1990","\N","113","Action,Adventure,Sci-Fi"
"2650",151,1990,"Back to the Future Part III",99088,1,"tt0099088","movie","Back to the Future Part III","Back to the Future Part III",0,"1990","\N","118","Adventure,Comedy,Sci-Fi"
"2651",209,1990,"Witches, The",100944,3,"tt0100944","movie","The Witches","The Witches",0,"1990","\N","91","Adventure,Comedy,Family"
"2652",432,1990,"Home Alone",99785,3,"tt0099785","movie","Home Alone","Home Alone",0,"1990","\N","103","Comedy,Family"
"2653",443,1990,"Mermaids",100140,3,"tt0100140","movie","Mermaids","Mermaids",0,"1990","\N","110","Comedy,Drama,Romance"
"2654",454,1990,"It",99864,1,"tt0099864","tvMiniSeries","It","It",0,"1990","1990","192","Drama,Horror,Mystery"
"2655",459,1990,"Misery",100157,1,"tt0100157","movie","Misery","Misery",0,"1990","\N","107","Drama,Thriller"
"2656",533,1990,"Postcards from the Edge",100395,3,"tt0100395","movie","Postcards from the Edge","Postcards from the Edge",0,"1990","\N","101","Comedy,Drama"
"2657",796,1990,"Life Is Sweet",100024,3,"tt0100024","movie","Life Is Sweet","Life Is Sweet",0,"1990","\N","103","Comedy,Drama"
"2658",869,1990,"Nikita",100263,3,"tt0100263","movie","Nikita","Nikita",0,"1990","\N","117","Action,Crime,Drama"
"2659",926,1990,"Handmaid&#39;s Tale, The",99731,3,"tt0099731","movie","The Handmaid's Tale","The Handmaid's Tale",0,"1990","\N","109","Drama,Romance,Sci-Fi"
"2660",1173,1990,"Mindwalk",100151,3,"tt0100151","movie","Mindwalk","Mindwalk",0,"1990","\N","112","Drama"
"2661",1130,1990,"Ghost",99653,3,"tt0099653","movie","Ghost","Ghost",0,"1990","\N","127","Drama,Fantasy,Romance"
"2662",1441,1990,"Paris is Burning",100332,3,"tt0100332","movie","Paris Is Burning","Paris Is Burning",0,"1990","\N","78","Documentary"
"2663",1663,1990,"Tremors",100814,3,"tt0100814","movie","Tremors","Tremors",0,"1990","\N","96","Comedy,Horror"
"2664",1728,1990,"I, the Worst of All",100990,3,"tt0100990","movie","I, the Worst of All","Yo, la peor de todas",0,"1990","\N","105","Biography,Drama,History"
"2665",1935,1990,"White Hunter Black Heart",100928,1,"tt0100928","movie","White Hunter Black Heart","White Hunter Black Heart",0,"1990","\N","112","Adventure,Drama"
"2666",2156,1990,"Pretty Woman",100405,3,"tt0100405","movie","Pretty Woman","Pretty Woman",0,"1990","\N","119","Comedy,Romance"
"2667",2211,1990,"Goodfellas",99685,3,"tt0099685","movie","Goodfellas","Goodfellas",0,"1990","\N","145","Biography,Crime,Drama"
"2668",2242,1990,"Darkman",99365,0,"tt0099365","movie","Darkman","Darkman",0,"1990","\N","96","Action,Sci-Fi,Thriller"
"2669",2379,1990,"Bimbos B.C.",196378,3,"tt0196378","video","Bimbos B.C.","Bimbos B.C.",0,"1990","\N","90","Comedy,Horror"
"2670",2296,1990,"An Angel at My Table",99040,3,"tt0099040","movie","An Angel at My Table","An Angel at My Table",0,"1990","\N","158","Biography,Drama"
"2671",2313,1990,"Bonfire of the Vanities, The",99165,2,"tt0099165","movie","The Bonfire of the Vanities","The Bonfire of the Vanities",0,"1990","\N","125","Comedy,Drama,Romance"
"2672",2442,1990,"Edward Scissorhands",99487,3,"tt0099487","movie","Edward Scissorhands","Edward Scissorhands",0,"1990","\N","105","Drama,Fantasy,Romance"
"2673",2577,1990,"Wild at Heart",100935,2,"tt0100935","movie","Wild at Heart","Wild at Heart",0,"1990","\N","125","Crime,Drama,Thriller"
"2674",2820,1990,"Joe Versus the Volcano",99892,2,"tt0099892","movie","Joe Versus the Volcano","Joe Versus the Volcano",0,"1990","\N","102","Comedy,Romance"
"2675",2942,1990,"Flatliners",99582,3,"tt0099582","movie","Flatliners","Flatliners",0,"1990","\N","115","Drama,Horror,Sci-Fi"
"2676",2963,1990,"Die Hard 2",99423,3,"tt0099423","movie","Die Hard 2","Die Hard 2",0,"1990","\N","124","Action,Thriller"
"2677",3000,1990,"Hunt for Red October, The",99810,1,"tt0099810","movie","The Hunt for Red October","The Hunt for Red October",0,"1990","\N","135","Action,Adventure,Thriller"
"2678",3247,1990,"Happily Ever After",99733,3,"tt0099733","movie","Happily Ever After","Happily Ever After",0,"1989","\N","75","Animation,Family,Fantasy"
"2679",3524,1990,"Russia House, The",100530,0,"tt0100530","movie","The Russia House","The Russia House",0,"1990","\N","123","Drama,Romance,Thriller"
"2680",3561,1990,"Close-Up",100234,1,"tt0100234","movie","Close-Up","Nema-ye Nazdik",0,"1990","\N","98","Biography,Crime,Drama"
"2681",3566,1990,"Qin yong",98147,3,"tt0098147","movie","A Terra-Cotta Warrior","Qin yong",0,"1989","\N","145","Adventure,Comedy,Fantasy"
"2682",3662,1990,"Dark Angel (I Come in Peace)",99817,0,"tt0099817","movie","Dark Angel","Dark Angel",0,"1990","\N","91","Action,Crime,Horror"
"2683",3721,1990,"A Little Night Music",359610,3,"tt0359610","tvEpisode","New York City Opera: A Little Night Music","New York City Opera: A Little Night Music",0,"1990","\N","178","Music,Musical"
"2684",4034,1990,"Long Walk Home, The",100046,3,"tt0100046","movie","The Long Walk Home","The Long Walk Home",0,"1990","\N","97","Drama,History"
"2685",4080,1990,"I Hired a Contract Killer",99818,0,"tt0099818","movie","I Hired a Contract Killer","I Hired a Contract Killer",0,"1990","\N","79","Comedy,Crime,Drama"
"2686",4174,1990,"Strangers in Good Company",102993,3,"tt0102993","movie","Strangers in Good Company","Strangers in Good Company",0,"1990","\N","101","Adventure,Drama"
"2687",4574,1990,"I love you to death",99819,3,"tt0099819","movie","I Love You to Death","I Love You to Death",0,"1990","\N","97","Comedy,Crime"
"2688",4706,1990,"Child&#39;s Play 2",99253,3,"tt0099253","movie","Child's Play 2","Child's Play 2",0,"1990","\N","84","Horror,Thriller"
"2689",4719,1990,"Troll 2",105643,3,"tt0105643","movie","Troll 2","Troll 2",0,"1990","\N","95","Comedy,Fantasy,Horror"
"2690",4750,1990,"Miller&#39;s Crossing",100150,0,"tt0100150","movie","Miller's Crossing","Miller's Crossing",0,"1990","\N","115","Crime,Drama,Thriller"
"2691",4807,1990,"Air America",99005,0,"tt0099005","movie","Air America","Air America",0,"1990","\N","113","Action,Comedy,War"
"2692",5182,1990,"Predator 2",100403,2,"tt0100403","movie","Predator 2","Predator 2",0,"1990","\N","108","Action,Horror,Sci-Fi"
"2693",5237,1990,"RoboCop 2",100502,1,"tt0100502","movie","RoboCop 2","RoboCop 2",0,"1990","\N","117","Action,Crime,Sci-Fi"
"2694",5284,1990,"Teenage Mutant Ninja Turtles",100758,2,"tt0100758","movie","Teenage Mutant Ninja Turtles","Teenage Mutant Ninja Turtles",0,"1990","\N","93","Action,Adventure,Comedy"
"2695",5301,1990,"A Tale of Springtime",97106,3,"tt0097106","movie","A Tale of Springtime","Conte de printemps",0,"1990","\N","108","Comedy,Drama,Romance"
"2696",5333,1990,"Match Factory Girl, The",98532,3,"tt0098532","movie","The Match Factory Girl","Tulitikkutehtaan tyttö",0,"1990","\N","69","Comedy,Crime,Drama"
"2697",5347,1990,"Europa Europa",99776,2,"tt0099776","movie","Europa Europa","Europa Europa",0,"1990","\N","112","Drama,History,War"
"2698",5399,1990,"Portrait of a Marriage",98897,3,"tt0098897","tvMiniSeries","Portrait of a Marriage","Portrait of a Marriage",0,"1990","\N","219","Biography,Drama,Romance"
"2699",5556,1990,"Lord of the Flies",100054,0,"tt0100054","movie","Lord of the Flies","Lord of the Flies",0,"1990","\N","90","Adventure,Drama,Thriller"
"2700",5581,1990,"Stella",100691,2,"tt0100691","movie","Stella","Stella",0,"1990","\N","109","Drama,Romance"
"2701",5614,1990,"Welcome Home, Roxy Carmichael",100911,3,"tt0100911","movie","Welcome Home, Roxy Carmichael","Welcome Home, Roxy Carmichael",0,"1990","\N","95","Comedy,Drama"
"2702",5688,1990,"Jacob&#39;s Ladder",99871,1,"tt0099871","movie","Jacob's Ladder","Jacob's Ladder",0,"1990","\N","113","Drama,Horror,Mystery"
"2703",5776,1990,"Where the Heart Is",100924,3,"tt0100924","movie","Where the Heart Is","Where the Heart Is",0,"1990","\N","107","Comedy,Drama"
"2704",5777,1990,"Presumed Innocent",100404,1,"tt0100404","movie","Presumed Innocent","Presumed Innocent",0,"1990","\N","127","Mystery,Thriller"
"2705",5908,1990,"Dragon Ball Z: The Movie - The Tree of Might",142233,1,"tt0142233","movie","Dragon Ball Z: Tree of Might","Dragon Ball Z: Chikyû Marugoto Chôkessen",0,"1990","\N","60","Action,Adventure,Animation"
"2706",6081,1990,"Alice",99012,3,"tt0099012","movie","Alice","Alice",0,"1990","\N","106","Comedy,Romance"
"2707",6289,1990,"Criminal Justice",99321,3,"tt0099321","tvMovie","Criminal Justice","Criminal Justice",0,"1990","\N","90","Drama"
"2708",6542,1990,"Kindergarten Cop",99938,3,"tt0099938","movie","Kindergarten Cop","Kindergarten Cop",0,"1990","\N","111","Action,Comedy,Crime"
"2709",6562,1990,"Cry-Baby",99329,3,"tt0099329","movie","Cry-Baby","Cry-Baby",0,"1990","\N","85","Comedy,Musical"
"2710",6656,1990,"Nasty Girl (Das schreckliche M&auml;dchen), The",100557,3,"tt0100557","movie","The Nasty Girl","Das schreckliche Mädchen",0,"1990","\N","94","Comedy,Drama,History"
"2711",7426,1990,"Dragon Ball Z: Bardock - The Father of Goku",142245,0,"tt0142245","tvMovie","Dragon Ball Z: Bardock - The Father of Goku","Dragon Ball Z Special: Tatta Hitori no Saishû Kessen ~Freeza ni Idonda Z Senshi Son Gokû no Chichi~",0,"1990","\N","48","Action,Animation,Drama"
"2712",7626,1990,"Dances with Wolves",99348,1,"tt0099348","movie","Dances with Wolves","Dances with Wolves",0,"1990","\N","181","Adventure,Drama,Western"
"2713",7659,1990,"Rosencrantz &amp; Guildenstern Are Dead",100519,1,"tt0100519","movie","Rosencrantz & Guildenstern Are Dead","Rosencrantz & Guildenstern Are Dead",0,"1990","\N","117","Comedy,Drama"
"2714",8021,1990,"Hidden Agenda",99768,3,"tt0099768","movie","Hidden Agenda","Hidden Agenda",0,"1990","\N","108","Drama,Thriller"
"2715",8043,1990,"Class of 1999",99277,2,"tt0099277","movie","Class of 1999","Class of 1999",0,"1990","\N","99","Action,Horror,Sci-Fi"
"2716",8051,1990,"Rescuers Down Under, The",100477,1,"tt0100477","movie","The Rescuers Down Under","The Rescuers Down Under",0,"1990","\N","77","Adventure,Animation,Comedy"
"2717",8061,1990,"Godfather: Part III, The",99674,3,"tt0099674","movie","The Godfather Part III","The Godfather Part III",0,"1990","\N","162","Crime,Drama"
"2718",8097,1990,"Metropolitan",100142,3,"tt0100142","movie","Metropolitan","Metropolitan",0,"1990","\N","98","Comedy,Drama,Romance"
"2719",8584,1990,"Reflecting Skin, The",100469,1,"tt0100469","movie","The Reflecting Skin","The Reflecting Skin",0,"1990","\N","96","Drama,Horror,Thriller"
"2720",8929,1990,"Barbarian Queen II: The Empress Strikes Back",103768,3,"tt0103768","video","Barbarian Queen II: The Empress Strikes Back","Barbarian Queen II: The Empress Strikes Back",0,"1990","\N","80","Action,Adventure,Fantasy"
"2721",9481,1990,"Sheltering Sky, The",100594,0,"tt0100594","movie","The Sheltering Sky","The Sheltering Sky",0,"1990","\N","138","Adventure,Drama"
"2722",9529,1990,"Bullet in the Head",99426,1,"tt0099426","movie","Bullet in the Head","Dip huet gai tau",0,"1990","\N","136","Action,Crime,Drama"
"2723",9530,1990,"Navy Seals",100232,0,"tt0100232","movie","Navy Seals","Navy Seals",0,"1990","\N","113","Action,Adventure,Thriller"
"2724",9532,1990,"Delta Force 2: The Colombian Connection",99399,1,"tt0099399","movie","Delta Force 2: The Colombian Connection","Delta Force 2: The Colombian Connection",0,"1990","\N","111","Action,Adventure,Crime"
"2725",9537,1990,"Naked Tango",100222,1,"tt0100222","movie","Naked Tango","Naked Tango",0,"1990","\N","90","Crime,Drama,Romance"
"2726",9546,1990,"No Retreat, No Surrender 3: Blood Brothers",100266,0,"tt0100266","movie","No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers",0,"1990","\N","101","Action,Crime,Drama"
"2727",9563,1990,"Lionheart",100029,1,"tt0100029","movie","Lionheart","Lionheart",0,"1990","\N","108","Action,Crime,Drama"
"2728",9726,1990,"Rocky V",100507,0,"tt0100507","movie","Rocky V","Rocky V",0,"1990","\N","104","Drama,Sport"
"2729",9813,1990,"Hiroshima: Out of the Ashes",99772,3,"tt0099772","tvMovie","Hiroshima: Out of the Ashes","Hiroshima: Out of the Ashes",0,"1990","\N","100","Drama,History,War"
"2730",9923,1990,"Gremlins 2: The New Batch",99700,2,"tt0099700","movie","Gremlins 2: The New Batch","Gremlins 2: The New Batch",0,"1990","\N","106","Comedy,Fantasy,Horror"
"2731",10013,1990,"Nightbreed",100260,3,"tt0100260","movie","Nightbreed","Nightbreed",0,"1990","\N","102","Action,Fantasy,Horror"
"2732",10356,1990,"Quick Change",100449,0,"tt0100449","movie","Quick Change","Quick Change",0,"1990","\N","89","Comedy,Crime"
"2733",10394,1990,"Days of Being Wild",101258,2,"tt0101258","movie","Days of Being Wild","Ah fei jing juen",0,"1990","\N","100","Crime,Drama,Romance"
"2734",10415,1990,"Blue Steel",99160,2,"tt0099160","movie","Blue Steel","Blue Steel",0,"1990","\N","102","Action,Crime,Drama"
"2735",10453,1990,"Bad Girls from Mars",101399,3,"tt0101399","movie","Bad Girls from Mars","Bad Girls from Mars",0,"1990","\N","86","Comedy"
"2736",10884,1990,"Days of Thunder",99371,2,"tt0099371","movie","Days of Thunder","Days of Thunder",0,"1990","\N","107","Action,Drama,Sport"
"2737",32,1991,"Silence of the Lambs, The",102926,3,"tt0102926","movie","The Silence of the Lambs","The Silence of the Lambs",0,"1991","\N","118","Crime,Drama,Thriller"
"2738",183,1991,"Beauty and the Beast",101414,3,"tt0101414","movie","Beauty and the Beast","Beauty and the Beast",0,"1991","\N","84","Animation,Family,Fantasy"
"2739",266,1991,"Thelma &amp; Louise",103074,3,"tt0103074","movie","Thelma & Louise","Thelma & Louise",0,"1991","\N","130","Adventure,Crime,Drama"
"2740",308,1991,"Omohide poro poro",102587,3,"tt0102587","movie","Only Yesterday","Omohide poro poro",0,"1991","\N","119","Animation,Drama,Romance"
"2741",467,1991,"Other People's Money",102609,3,"tt0102609","movie","Other People's Money","Other People's Money",0,"1991","\N","103","Comedy,Drama,Romance"
"2742",512,1991,"Point Break",102685,0,"tt0102685","movie","Point Break","Point Break",0,"1991","\N","122","Action,Crime,Thriller"
"2743",710,1991,"Tacones Lejanos",103030,3,"tt0103030","movie","High Heels","Tacones lejanos",0,"1991","\N","112","Comedy,Drama,Romance"
"2744",767,1991,"Fried Green Tomatoes",101921,3,"tt0101921","movie","Fried Green Tomatoes","Fried Green Tomatoes",0,"1991","\N","130","Drama"
"2745",847,1991,"Terminator 2: Judgement Day",103064,3,"tt0103064","movie","Terminator 2: Judgment Day","Terminator 2: Judgment Day",0,"1991","\N","137","Action,Sci-Fi"
"2746",879,1991,"Shakes the Clown",102898,3,"tt0102898","movie","Shakes the Clown","Shakes the Clown",0,"1991","\N","87","Comedy,Crime,Drama"
"2747",913,1991,"Impromptu",102103,3,"tt0102103","movie","Impromptu","Impromptu",0,"1991","\N","107","Biography,Comedy,Music"
"2748",1033,1991,"Hook",102057,2,"tt0102057","movie","Hook","Hook",0,"1991","\N","142","Adventure,Comedy,Family"
"2749",1346,1991,"Flirting",101898,2,"tt0101898","movie","Flirting","Flirting",0,"1991","\N","99","Drama,Romance"
"2750",1297,1991,"Raise the Red Lantern",101640,3,"tt0101640","movie","Raise the Red Lantern","Da hong denglong gaogao gua",0,"1991","\N","125","Drama,Romance"
"2751",1125,1991,"White Fang",103247,1,"tt0103247","movie","White Fang","White Fang",0,"1991","\N","107","Adventure,Drama,Family"
"2752",1429,1991,"Closet Land",101597,0,"tt0101597","movie","Closet Land","Closet Land",0,"1991","\N","89","Drama,Thriller"
"2753",1089,1991,"Doc Hollywood",101745,1,"tt0101745","movie","Doc Hollywood","Doc Hollywood",0,"1991","\N","104","Comedy,Drama,Romance"
"2754",1579,1991,"Robin Hood: Prince of Thieves",102798,3,"tt0102798","movie","Robin Hood: Prince of Thieves","Robin Hood: Prince of Thieves",0,"1991","\N","143","Action,Adventure,Drama"
"2755",1405,1991,"Fisher King, The",101889,3,"tt0101889","movie","The Fisher King","The Fisher King",0,"1991","\N","137","Comedy,Drama,Fantasy"
"2756",1697,1991,"Toy Soldiers",103112,0,"tt0103112","movie","Toy Soldiers","Toy Soldiers",0,"1991","\N","111","Action,Drama,Thriller"
"2757",1825,1991,"Naked Gun 2 1/2: The Smell of Fear, The",102510,1,"tt0102510","movie","The Naked Gun 2½: The Smell of Fear","The Naked Gun 2½: The Smell of Fear",0,"1991","\N","85","Comedy,Crime"
"2758",1846,1991,"Slacker",102943,3,"tt0102943","movie","Slacker","Slacker",0,"1990","\N","97","Comedy,Drama"
"2759",2180,1991,"Double Life of Veronique, The",101765,3,"tt0101765","movie","The Double Life of Véronique","La double vie de Véronique",0,"1991","\N","98","Drama,Fantasy,Music"
"2760",2216,1991,"Salmonberries",102829,3,"tt0102829","movie","Salmonberries","Salmonberries",0,"1991","\N","95","Drama"
"2761",2315,1991,"Barton Fink",101410,1,"tt0101410","movie","Barton Fink","Barton Fink",0,"1991","\N","116","Comedy,Drama,Thriller"
"2762",2326,1991,"Black Robe",101465,1,"tt0101465","movie","Black Robe","Black Robe",0,"1991","\N","101","Adventure,Drama,War"
