id,title,imdbid,year,rating
2670,When the Wind Blows,0090315,1986,0
3002,"Fly, The",0091064,1986,2
3093,"Adventures of Milo and Otis, The",0097050,1986,1
3155,"&#39;night, Mother",0090556,1986,3
3203,Down by Law,0090967,1986,1
3398,Project A-ko,0091794,1986,3
3558,Platoon,0091763,1986,0
3614,Crocodile Dundee,0090555,1986,3
3701,"Great Mouse Detective, The",0091149,1986,1
3850,"Transformers: The Movie, The",0092106,1986,0
4315,Pretty in Pink,0091790,1986,3
4451,Hour of the Star,0089297,1986,3
4576,Flight of the Navigator,0091059,1986,3
4581,"Parent Trap II, The",0091721,1986,3
4591,Back to School,0090685,1986,1
4614,Ruthless People,0091877,1986,3
4632,Howard The Duck,0091225,1986,3
4684,Maximum Overdrive,0091499,1986,2
4894,F/X,0089118,1986,1
4966,Asterix in Britain (Asterix chez les Bretons),0090667,1986,0
6021,Captain EO,0090793,1986,1
6202,!Three Amigos!,0092086,1986,2
6221,Rosa Luxemburg,0091869,1986,3
6298,Manhunter,0091474,1986,1
6711,Il caso Moro,0090805,1986,0
6819,Peking Opera Blues,0090952,1986,3
6935,"Karate Kid, Part II, The",0091326,1986,1
6954,Children of a Lesser God,0090830,1986,3
6972,April Fool&#39;s Day,0090655,1986,3
6979,"Mission, The",0091530,1986,0
7056,From Beyond,0091083,1986,3
7333,"Name Of The Rose, The",0091605,1986,0
7472,"Manhattan Project, The",0091472,1986,2
7480,Matador,0091495,1986,3
8123,"Fugitives, The",0091093,1986,0
8286,Pirates,0091757,1986,0
8388,Critters,0090887,1986,2
8418,Chopping Mall,0090837,1986,3
8486,Deadly Friend,0090917,1986,2
8558,Macskafogo,0179955,1986,1
9121,Terrorizers,0091355,1986,2
9171,She&#39;s Gotta Have It,0091939,1986,3
9229,Under the Cherry Moon,0092133,1986,3
9374,A Better Tomorrow,0092263,1986,0
9304,About Last Night,0090583,1986,3
9411,Cobra,0090859,1986,1
9516,Iron Eagle,0091278,1986,1
9531,"Delta Force, The",0090927,1986,1
9544,"No Retreat, No Surrender",0089695,1986,0
9590,"Defiant Ones, The",0089010,1986,0
9653,Friday the 13th Part VI: Jason Lives,0091080,1986,3
9854,"Texas Chainsaw Massacre Part 2, The",0092076,1986,0
10208,Betty Blue,0090563,1986,2
10652,Flying,0091065,1986,3
10893,Hoosiers,0091217,1986,1
134,"Good Morning, Vietnam",0093105,1987,1
321,Dirty Dancing,0092890,1987,3
322,"Princess Bride, The",0093779,1987,2
547,RoboCop,0093870,1987,1
579,Police Academy 4: Citizens on Patrol,0093756,1987,1
720,Full Metal Jacket,0093058,1987,0
815,Babette&#39;s Feast,0092603,1987,3
1034,"Wonderful Wizard of Oz, The",0098675,1987,3
1181,Housekeeping,0093225,1987,3
1203,Overboard,0093693,1987,3
1113,Lethal Weapon,0093409,1987,1
1078,Spaceballs,0094012,1987,3
1657,September,0093940,1987,3
1792,"Whales Of August, The",0094315,1987,3
1849,Beverly Hills Cop II,0092644,1987,1
1862,Around the World in Eighty Ways,0092581,1987,3
1887,Withnail &amp; I,0094336,1987,1
1902,84 Charing Cross Road,0090570,1987,3
1928,Predator,0093773,1987,0
2029,House of Games,0093223,1987,3
2215,Bagdad Cafe,0095801,1987,3
2218,I&#39;ve Heard the Mermaids Singing,0093239,1987,3
2243,Wings of Desire,0093191,1987,0
2250,"Witches of Eastwick, The",0094332,1987,3
2365,Hard Ticket to Hawaii,0093146,1987,3
2437,Radio Days,0093818,1987,1
2471,Angel Heart,0092563,1987,1
2523,Baby Boom,0092605,1987,3
2644,Maurice,0093512,1987,2
2665,High Tide,0095305,1987,3
2710,Fatal Beauty,0093011,1987,2
2744,Moonstruck,0093565,1987,3
2927,"Planes, Trains &amp; Automobiles",0093748,1987,1
3003,"Lost Boys, The",0093437,1987,1
3249,"Last Emperor, The",0093389,1987,3
3290,Barbie and the Rockers: Out of This World,0313254,1987,3
3582,Hellraiser,0093177,1987,3
3602,Nice Girls Don&#39;t Explode,0093617,1987,3
3611,Prince of Darkness,0093777,1987,3
3635,Raising Arizona,0093822,1987,3
3781,"Chipmunk Adventure, The",0092752,1987,3
3898,Ngati,0093615,1987,3
3916,Evil Dead II,0092991,1987,3
4228,Outrageous Fortune,0093690,1987,3
4297,Superman IV: The Quest for Peace,0094074,1987,3
4412,"Gate, The",0093075,1987,2
4535,Black Widow,0090738,1987,3
4620,Dragnet,0092925,1987,3
4737,Fatal Attraction,0093010,1987,3
4811,Light of Day,0093415,1987,3
5017,Swimming to Cambodia,0094089,1987,0
5290,Hansel and Gretel,0093144,1987,3
5310,Broadcast News,0092699,1987,3
5373,Empire of the Sun,0092965,1987,1
5592,House II: The Second Story,0093220,1987,3
5767,A Nightmare on Elm Street 3: Dream Warriors,0093629,1987,3
5789,Waiting for the Moon,0094286,1987,3
6062,Au Revoir Les Enfants,0092593,1987,1
6824,Creepshow 2,0092796,1987,3
6920,Jaws: The Revenge,0093300,1987,3
7002,3 Men and a Baby,0094137,1987,1
7035,Hope and Glory,0093209,1987,3
7049,Bad Taste,0092610,1987,0
7507,Adventures in Babysitting,0092513,1987,3
7590,El bosque animado,0092693,1987,3
7661,La ley del deseo,0093412,1987,3
7918,Epidemic,0092972,1987,1
8672,"Secret of My Succe$s, The",0093936,1987,1
8692,"Running Man, The",0093894,1987,3
9205,My Demon Lover,0093589,1987,2
9375,A Better Tomorrow II,0094357,1987,0
9286,Can&#39;t Buy Me Love,0092718,1987,3
9389,Deathstalker II,0092860,1987,3
9545,"No Retreat, No Surrender 2",0097991,1987,1
9566,Masters of the Universe,0093507,1987,3
9609,Throw Momma from the Train,0094142,1987,1
9710,Amazon Women on the Moon,0092546,1987,2
9755,Emmanuelle 5,0092962,1987,0
9822,Casanova,0092730,1987,2
9852,No Way Out,0093640,1987,1
10275,Slave Girls from Beyond Infinity,0093991,1987,3
10288,Where is the friend&#39;s house,0093342,1987,0
10739,Mannequin,0093493,1987,1
10867,"Untouchables, The",0094226,1987,1
136,Who Framed Roger Rabbit,0096438,1988,1
256,Coming to America,0094898,1988,3
259,Tonari no Totoro,0096283,1988,3
572,Twins,0096320,1988,3
580,Police Academy 5: Assignment: Miami Beach,0095882,1988,1
619,Die Hard,0095016,1988,3
647,Beetle Juice,0094721,1988,3
739,Willow,0096446,1988,3
814,Maniac Cop,0095583,1988,3
859,Heathers,0097493,1988,3
940,Mystic Pizza,0095690,1988,3
1070,Working Girl,0096463,1988,3
1293,They Live,0096256,1988,0
1210,Oliver &amp; Company,0095776,1988,2
1158,Bloodsport,0092675,1988,1
1629,Dangerous Liaisons,0094947,1988,3
1647,L&#39;etudiante,0096523,1988,3
1714,Poltergeist III,0095889,1988,3
1824,"Naked Gun: From the Files of Police Squad!, The",0095705,1988,1
1860,Killer Klowns from Outer Space,0095444,1988,0
1911,A Fish Called Wanda,0095159,1988,3
2903,Midnight Run,0095631,1988,2
2244,Akira,0094625,1988,1
2406,Women on the Verge of a Nervous Breakdown,0095675,1988,3
2462,Hairspray,0095270,1988,3
2485,Satisfaction,0096037,1988,3
2493,Beaches,0094715,1988,3
2502,"Accused, The",0094608,1988,3
2505,Big Business,0094739,1988,3
2653,Feds,0095145,1988,3
2663,Action Jackson,0094612,1988,1
2784,Alien Nation,0094631,1988,1
2905,"Land Before Time, The",0095489,1988,3
2960,"Distant Voices, Still Lives",0095037,1988,3
3075,Torch Song Trilogy,0096289,1988,1
3448,Scooby-Doo and the Ghoul School,0189071,1988,3
3482,Rain Man,0095953,1988,1
3559,Married to the Mob,0095593,1988,3
4374,Appleseed,0094668,1988,3
4578,Young Guns,0096487,1988,1
4582,Rock &#39;n&#39; Roll Mom,0096001,1988,3
4628,Two Moon Junction,0096324,1988,3
4672,Dead Ringers,0094964,1988,2
4705,Child&#39;s Play,0094862,1988,3
4774,My Stepmother Is an Alien,0095687,1988,3
4813,World Gone Wild,0096465,1988,3
4815,Hell Comes to Frogtown,0093171,1988,3
4986,Scrooged,0096061,1988,3
4990,Crossing Delancey,0094921,1988,3
4998,Cinema Paradiso,0095765,1988,1
5128,"Last Temptation of Christ, The",0095497,1988,2
5179,Gakk&ocirc; no kaidan G,0330312,1988,0
5258,Sticky Fingers,0096176,1988,3
5261,Hellbound: Hellraiser II,0095294,1988,1
5324,Big,0094737,1988,1
5383,Another Woman,0094663,1988,3
5569,Caddyshack II,0094824,1988,3
5595,"Adventures of Baron Munchausen, The",0096764,1988,1
5867,Grave of the Fireflies,0095327,1988,0
5881,Spoorloos,0096163,1988,1
6020,A Nightmare on Elm Street 4: The Dream Master,0095742,1988,3
6746,Wong gok ka moon,0096461,1988,0
7099,Pumpkinhead,0095925,1988,3
7161,"Accidental Tourist, The",0094606,1988,2
7423,Remando al viento [Rowing with the Wind],0093840,1988,2
8389,Critters 2,0094919,1988,3
8406,Earth Girls Are Easy,0097257,1988,2
8515,Lady in White,0095484,1988,1
8771,Gorillas in the Mist,0095243,1988,3
9060,Bull Durham,0094812,1988,2
9206,Igla,0097561,1988,0
9418,"Bear, The",0095800,1988,0
9410,Rambo III,0095956,1988,0
9453,"Big Blue, The",0095250,1988,2
9489,Vibes,0096378,1988,1
9666,Hiroshima Maiden,0224412,1988,3
9676,Elvira: Mistress of the Dark,0095088,1988,3
9737,&#39;Gator Bait 2: Cajun Justice,0094588,1988,0
9751,"Sisterhood, The",0096114,1988,3
9758,Emmanuelle 6,0095094,1988,3
9769,Red Scorpion,0098180,1988,0
9821,"Bourne Identity, The",0094791,1988,0
10295,Stand and Deliver,0094027,1988,1
10328,Dirty Rotten Scoundrels,0095031,1988,1
10631,Kung-Fu Master!,0093371,1988,3
10685,"Great Outdoors, The",0095253,1988,3
10704,Crocodile Dundee II,0092493,1988,2
10747,Chocolat,0094868,1988,3
10934,And God Created Woman,0092559,1988,3
10921,Shame,0093952,1988,3
11239,Running on Empty,0096018,1988,1
11198,On the Silver Globe,0093593,1988,1
150,Back to the Future Part II,0096874,1989,3
159,Uncle Buck,0098554,1989,3
181,When Harry Met Sally,0098635,1989,3
336,Resan till Melonia,0098189,1989,1
511,Road House,0098206,1989,1
581,Police Academy 6: City Under Siege,0098105,1989,1
591,Mystery Train,0097940,1989,3
666,"Little Mermaid, The",0097757,1989,3
700,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),0097814,1989,3
734,Fat Man and Little Boy,0097336,1989,1
849,Troop Beverly Hills,0098519,1989,3
924,Steel Magnolias,0098384,1989,3
1023,Batman,0096895,1989,1
1049,Indiana Jones and the Last Crusade,0097576,1989,0
1201,Star Trek V: The Final Frontier,0098382,1989,1
1103,Shirley Valentine,0098319,1989,3
1463,Przesluchanie,0084548,1989,3
1540,Ghostbusters II,0097428,1989,2
1603,"Honey, I Shrunk the Kids",0097523,1989,3
1499,Wild Orchid,0100934,1989,3
1478,"Abyss, The",0096754,1989,3
1640,Let It Ride,0097731,1989,2
1833,Fletch Lives,0097366,1989,1
1834,Weekend at Bernie&#39;s,0098627,1989,1
1847,"Get Smart, Again!",0097423,1989,3
2065,"Sex, Lies, and Videotape",0098724,1989,2
2074,"&#39;Burbs, The",0096734,1989,1
2353,Henry V,0097499,1989,3
2361,Dead Poets Society,0097165,1989,1
2463,Bill &amp; Ted&#39;s Excellent Adventure,0096928,1989,2
2488,She-Devil,0098309,1989,3
2528,All Dogs Go to Heaven,0096787,1989,3
2619,Crimes and Misdemeanors,0097123,1989,3
3808,Major League,0097815,1989,1
3803,"Seventh Continent, The",0098327,1989,3
3932,Leviathan,0097737,1989,3
3934,Drugstore Cowboy,0097240,1989,2
4036,UHF,0098546,1989,1
4175,Meet The Feebles,0097858,1989,3
4268,Shag,0098300,1989,3
4270,Say Anything...,0098258,1989,2
4364,Licence to Kill,0097742,1989,2
4397,Oranges Are Not The Only Fruit,0098032,1989,3
4579,"Dream Team, The",0097235,1989,0
4597,"Cook, the Thief, His Wife &amp; Her Lover, The",0097108,1989,1
4606,Dead Calm,0097162,1989,0
4646,Leningrad Cowboys Go America,0097728,1989,0
4760,Teen Witch,0098453,1989,3
5277,Turner &amp; Hooch,0098536,1989,1
5534,Chopper Chicks in Zombietown,0103959,1989,3
5574,Born on the Fourth of July,0096969,1989,3
6024,A Nightmare on Elm Street 5: The Dream Child,0097981,1989,3
6594,Do the Right Thing,0097216,1989,2
6675,Friday the 13th Part VIII: Jason Takes Manhattan,0097388,1989,3
6975,Glory,0097441,1989,0
7048,Loverboy,0097790,1989,3
7213,Godzilla vs. Biollante,0097444,1989,3
7222,Lethal Weapon 2,0097733,1989,3
7255,Driving Miss Daisy,0097239,1989,3
7268,Field of Dreams,0097351,1989,2
7269,My Left Foot,0097937,1989,3
7438,Millennium,0097883,1989,3
7842,"Delinquents, The",0097182,1989,3
8323,National Lampoon&#39;s Christmas Vacation,0097958,1989,3
8470,Celia,0094849,1989,3
8507,Babar: The Movie,0096869,1989,3
8997,Savage Beach,0098257,1989,3
9485,Kickboxer,0097659,1989,0
9487,Blind Fury,0096945,1989,1
9515,"Karate Kid Part III, The",0097647,1989,0
9528,"Killer, The",0097202,1989,0
9539,Farewell to the King,0097334,1989,0
9727,Tango &amp; Cash,0098439,1989,0
9752,"Return of Swamp Thing, The",0098193,1989,3
9770,"Punisher, The",0098141,1989,1
10637,Sidewalk Stories,0098325,1989,2
10709,Parenthood,0098067,1989,3
10841,Sea of Love,0098273,1989,0
10876,Casualties of War,0097027,1989,0
11045,Look Who&#39;s Talking,0097778,1989,2
118,Total Recall,0100802,1990,1
151,Back to the Future Part III,0099088,1990,1
209,"Witches, The",0100944,1990,3
432,Home Alone,0099785,1990,3
443,Mermaids,0100140,1990,3
454,It,0099864,1990,1
459,Misery,0100157,1990,1
533,Postcards from the Edge,0100395,1990,3
796,Life Is Sweet,0100024,1990,3
869,Nikita,0100263,1990,3
926,"Handmaid&#39;s Tale, The",0099731,1990,3
1173,Mindwalk,0100151,1990,3
1130,Ghost,0099653,1990,3
1441,Paris is Burning,0100332,1990,3
1663,Tremors,0100814,1990,3
1728,"I, the Worst of All",0100990,1990,3
1935,White Hunter Black Heart,0100928,1990,1
2156,Pretty Woman,0100405,1990,3
2211,Goodfellas,0099685,1990,3
2242,Darkman,0099365,1990,0
2379,Bimbos B.C.,0196378,1990,3
2296,An Angel at My Table,0099040,1990,3
2313,"Bonfire of the Vanities, The",0099165,1990,2
2442,Edward Scissorhands,0099487,1990,3
2577,Wild at Heart,0100935,1990,2
2820,Joe Versus the Volcano,0099892,1990,2
2942,Flatliners,0099582,1990,3
2963,Die Hard 2,0099423,1990,3
3000,"Hunt for Red October, The",0099810,1990,1
3247,Happily Ever After,0099733,1990,3
3524,"Russia House, The",0100530,1990,0
3561,Close-Up,0100234,1990,1
3566,Qin yong,0098147,1990,3
3662,Dark Angel (I Come in Peace),0099817,1990,0
3721,A Little Night Music,0359610,1990,3
4034,"Long Walk Home, The",0100046,1990,3
4080,I Hired a Contract Killer,0099818,1990,0
4174,Strangers in Good Company,0102993,1990,3
4574,I love you to death,0099819,1990,3
4706,Child&#39;s Play 2,0099253,1990,3
4719,Troll 2,0105643,1990,3
4750,Miller&#39;s Crossing,0100150,1990,0
4807,Air America,0099005,1990,0
5182,Predator 2,0100403,1990,2
5237,RoboCop 2,0100502,1990,1
5284,Teenage Mutant Ninja Turtles,0100758,1990,2
5301,A Tale of Springtime,0097106,1990,3
5333,"Match Factory Girl, The",0098532,1990,3
5347,Europa Europa,0099776,1990,2
5399,Portrait of a Marriage,0098897,1990,3
5556,Lord of the Flies,0100054,1990,0
5581,Stella,0100691,1990,2
5614,"Welcome Home, Roxy Carmichael",0100911,1990,3
5688,Jacob&#39;s Ladder,0099871,1990,1
5776,Where the Heart Is,0100924,1990,3
5777,Presumed Innocent,0100404,1990,1
5908,Dragon Ball Z: The Movie - The Tree of Might,0142233,1990,1
6081,Alice,0099012,1990,3
6289,Criminal Justice,0099321,1990,3
6542,Kindergarten Cop,0099938,1990,3
6562,Cry-Baby,0099329,1990,3
6656,"Nasty Girl (Das schreckliche M&auml;dchen), The",0100557,1990,3
7426,Dragon Ball Z: Bardock - The Father of Goku,0142245,1990,0
7626,Dances with Wolves,0099348,1990,1
7659,Rosencrantz &amp; Guildenstern Are Dead,0100519,1990,1
8021,Hidden Agenda,0099768,1990,3
8043,Class of 1999,0099277,1990,2
8051,"Rescuers Down Under, The",0100477,1990,1
8061,"Godfather: Part III, The",0099674,1990,3
8097,Metropolitan,0100142,1990,3
8584,"Reflecting Skin, The",0100469,1990,1
8929,Barbarian Queen II: The Empress Strikes Back,0103768,1990,3
9481,"Sheltering Sky, The",0100594,1990,0
9529,Bullet in the Head,0099426,1990,1
9530,Navy Seals,0100232,1990,0
9532,Delta Force 2: The Colombian Connection,0099399,1990,1
9537,Naked Tango,0100222,1990,1
9546,"No Retreat, No Surrender 3: Blood Brothers",0100266,1990,0
9563,Lionheart,0100029,1990,1
9726,Rocky V,0100507,1990,0
9813,Hiroshima: Out of the Ashes,0099772,1990,3
9923,Gremlins 2: The New Batch,0099700,1990,2
10013,Nightbreed,0100260,1990,3
10356,Quick Change,0100449,1990,0
10394,Days of Being Wild,0101258,1990,2
10415,Blue Steel,0099160,1990,2
10453,Bad Girls from Mars,0101399,1990,3
10884,Days of Thunder,0099371,1990,2
32,"Silence of the Lambs, The",0102926,1991,3
183,Beauty and the Beast,0101414,1991,3
266,Thelma &amp; Louise,0103074,1991,3
308,Omohide poro poro,0102587,1991,3
467,Other People's Money,0102609,1991,3
512,Point Break,0102685,1991,0
710,Tacones Lejanos,0103030,1991,3
767,Fried Green Tomatoes,0101921,1991,3
847,Terminator 2: Judgement Day,0103064,1991,3
879,Shakes the Clown,0102898,1991,3
913,Impromptu,0102103,1991,3
1033,Hook,0102057,1991,2
1346,Flirting,0101898,1991,2
1297,Raise the Red Lantern,0101640,1991,3
1125,White Fang,0103247,1991,1
1429,Closet Land,0101597,1991,0
1089,Doc Hollywood,0101745,1991,1
1579,Robin Hood: Prince of Thieves,0102798,1991,3
1405,"Fisher King, The",0101889,1991,3
1697,Toy Soldiers,0103112,1991,0
1825,"Naked Gun 2 1/2: The Smell of Fear, The",0102510,1991,1
1846,Slacker,0102943,1991,3
2180,"Double Life of Veronique, The",0101765,1991,3
2216,Salmonberries,0102829,1991,3
2315,Barton Fink,0101410,1991,1
2326,Black Robe,0101465,1991,1
2408,&#39;Merci la vie&#39;,0102436,1991,3
2455,Daughters of the Dust,0104057,1991,3
2491,An American Tail: Fievel Goes West,0101329,1991,3
2637,Don&#39;t Tell Mom the Babysitter&#39;s Dead,0101757,1991,3
2740,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0103060,1991,3
2785,Delirious,0101701,1991,1
2846,Night on Earth,0102536,1991,3
2857,Motorama,0104922,1991,1
2913,Critters 3,0101627,1991,3
3036,Rubin and Ed,0102817,1991,0
3058,"Object of Beauty, The",0102573,1991,3
3251,Bill &amp; Ted&#39;s Bogus Journey,0101452,1991,1
3292,What About Bob?,0103241,1991,2
3544,Hudson Hawk,0102070,1991,3
3563,Hot Shots!,0102059,1991,1
3592,Star Trek VI: The Undiscovered Country,0102975,1991,2
3595,"Addams Family, The",0101272,1991,3
3987,"Rocketeer, The",0102803,1991,1
4241,Into The Woods,0099851,1991,3
4290,"Last Boy Scout, The",0102266,1991,3
4358,Neon City,0104981,1991,3
4577,Life Stinks,0102303,1991,0
4631,Defending Your Life,0101698,1991,3
4666,L.A. Story,0102250,1991,3
4736,Europa,0101829,1991,0
4973,"Princess and the Goblin, The",0107875,1991,3
5133,Lethal Games,0100009,1991,3
5260,Madonna: Truth or Dare,0102370,1991,3
5265,My Girl,0102492,1991,3
5332,"Lovers on the Bridge, The",0101318,1991,1
5638,Boyz n the Hood,0101507,1991,2
5639,"Linguini Incident, The",0102313,1991,3
5814,"Five Heartbeats, The",0101891,1991,1
5833,Dick Tracy,0099422,1991,1
6028,Freddy&#39;s Dead: The Final Nightmare,0101917,1991,2
6089,Dragon Ball Z: Cooler&#39;s Revenge,1125254,1991,0
6335,Nekromantik 2,0102522,1991,1
6371,Soapdish,0102951,1991,3
7146,Robin Hood,0102797,1991,1
7163,"People Under the Stairs, The",0105121,1991,3
7172,Hachi-gatsu no rapusodi,0101991,1991,3
7235,Paprika,0098063,1991,3
7200,JFK,0102138,1991,3
7365,City Slickers,0101587,1991,3
7609,Riff-Raff,0100491,1991,0
7632,Frankie and Johnny,0101912,1991,1
7650,My Own Private Idaho,0102494,1991,1
7655,Oscar,0102603,1991,2
7938,Cape Fear,0101540,1991,3
8062,Mediterraneo,0102426,1991,2
9094,Until the End of the World,0101458,1991,3
9322,Samurai Cop,0130236,1991,1
9378,Highlander II,0102034,1991,1
9517,Deathstalker IV: Match of Titans,0099388,1991,1
9533,Delta Force 3: The Killing Game,0101702,1991,0
9548,Kickboxer 2: The Road Back,0102202,1991,0
9564,Double Impact,0101764,1991,1
9810,"Manta, Manta",0102397,1991,3
9847,Child&#39;s Play 3,0103956,1991,2
10117,Showdown in Little Tokyo,0102915,1991,3
10265,"Commitments, The",0101605,1991,3
10474,Eyes of an Angel,0101844,1991,0
10658,Drop Dead Fred,0101775,1991,3
10733,New Jack City,0102526,1991,0
10871,Backdraft,0101393,1991,1
10889,For the Boys,0101902,1991,3
18,Reservoir Dogs,0105236,1992,0
98,Aladdin,0103639,1992,0
296,Alien 3,0103644,1992,0
433,Home Alone 2: Lost in New York,0104431,1992,3
450,Glengarry Glen Ross,0104348,1992,0
451,A Few Good Men,0104257,1992,1
560,A League of Their Own,0104694,1992,3
748,Buffy the Vampire Slayer,0103893,1992,3
818,Bob Roberts,0103850,1992,1
1025,Batman Returns,0103776,1992,0
1345,Gas Food Lodging,0104321,1992,3
1352,Sister Act,0105417,1992,3
1276,Army of Darkness,0106308,1992,2
1101,"Muppet Christmas Carol, The",0104940,1992,3
1126,"Mighty Ducks, The",0104868,1992,1
1157,FernGully: The Last Rainforest,0104254,1992,3
1836,Toys,0105629,1992,3
1867,Full Contact,0105851,1992,1
1869,Death Becomes Her,0104070,1992,3
1877,Orlando,0107756,1992,2
1886,El Mariachi,0104815,1992,0
1895,My Cousin Vinny,0104952,1992,1
2128,Enchanted April,0101811,1992,3
2349,Passion Fish,0105107,1992,3
2415,Howards End,0104454,1992,3
2432,Twin Peaks: Fire Walk With Me,0105665,1992,3
2457,Sarafina!,0105316,1992,3
2466,Leaving Normal,0104697,1992,3
2504,Single White Female,0105414,1992,3
2506,This is My Life,0105577,1992,3
2628,Newsies,0104990,1992,1
2709,Straight Talk,0105481,1992,3
3141,"Crying Game, The",0104036,1992,2
3414,Porco Rosso (Kurenai no Buta),0104652,1992,1
3556,King of Beggars,0100963,1992,2
3636,"Player, The",0105151,1992,3
3787,Scent of a Woman,0105323,1992,1
3937,Baraka,0103767,1992,0
4141,Dead Alive,0103873,1992,3
4391,Malcolm X,0104797,1992,3
4731,Wayne&#39;s World,0105793,1992,1
4779,Stop! Or My Mom Will Shoot,0105477,1992,2
4782,Chaplin,0103939,1992,1
4839,"Cutting Edge, The",0104040,1992,3
4837,Ladybugs,0104670,1992,3
4838,Como agua para chocolate,0103994,1992,3
4903,Husbands and Wives,0104466,1992,3
4940,Basic Instinct,0103772,1992,1
4947,Dracula,0103874,1992,3
4952,Damage,0104237,1992,3
4999,Hero,0104412,1992,1
5005,Candyman,0103919,1992,3
5241,"Lawnmower Man, The",0104692,1992,1
5318,Boomerang,0103859,1992,3
5425,Un Coeur en Hiver,0105682,1992,3
5533,"Bikini Carwash Company, The",0103812,1992,3
5593,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1517470,1992,0
5654,Sneakers,0105435,1992,1
6090,Dragon Ball Z: The Return of Cooler,0142237,1992,0
6123,A River Runs Through It,0105265,1992,2
6317,Singles,0105415,1992,2
6397,Hellraiser III: Hell on Earth,0104409,1992,3
6702,Peter&#39;s Friends,0105130,1992,3
6862,Dragon Inn,0105859,1992,3
7006,Unforgiven,0105695,1992,3
7601,Freddie as F.R.O.7.,0104298,1992,1
7031,"Last of the Mohicans, The",0104691,1992,2
7179,Split Second,0105459,1992,0
7191,Tom and Jerry: The Movie,0105616,1992,3
7245,Hard Boiled,0104684,1992,0
7640,HouseSitter,0104452,1992,1
8287,Bitter Moon,0104779,1992,3
8393,Critters 4,0101628,1992,1
8583,Leap of Faith,0104695,1992,2
8622,Encino Man,0104187,1992,1
8991,"Bodyguard, The",0103855,1992,2
9000,Just another girl on the I.R.T,0104575,1992,1
9922,"Hand That Rocks the Cradle, The",0104389,1992,3
9107,Dien Bien Phu,0104105,1992,0
9221,"Lover / L&#39;amant, The",0101316,1992,1
9242,Stay Tuned,0105466,1992,2
9331,Strictly Ballroom,0105488,1992,1
9785,Passenger 57,0105104,1992,1
9812,Schtonk,0105328,1992,3
10862,Far and Away,0104231,1992,3
10872,Beethoven,0103786,1992,3
109,Jurassic Park,0107290,1993,3
114,Groundhog Day,0107048,1993,2
117,Demolition Man,0106697,1993,0
436,Mrs. Doubtfire,0107614,1993,3
543,Point of No Return/The Assassin,0107843,1993,3
556,Sleepless in Seattle,0108160,1993,2
558,Umi ga kikoeru,0108432,1993,3
587,Hocus Pocus,0107120,1993,3
727,Swing Kids,0108265,1993,1
810,Manhattan Murder Mystery,0107507,1993,3
852,Ruby in Paradise,0108000,1993,3
861,Dazed and Confused,0106677,1993,3
899,"Sandlot, The",0108037,1993,0
950,Bad Boy Bubby,0106341,1993,1
984,Three Colors: Blue,0108394,1993,3
1067,Robin Hood: Men in Tights,0107977,1993,3
1602,Cool Runnings,0106611,1993,1
1517,Boxing Helena,0106471,1993,1
1195,"Wedding Banquet, The",0107156,1993,3
1088,Homeward Bound: The Incredible Journey,0107131,1993,1
1133,Dave,0106673,1993,3
1434,"Secret Garden, The",0108071,1993,3
1436,Addams Family Values,0106220,1993,3
1353,Sister Act 2: Back in the Habit,0108147,1993,3
1097,Undercover Blues,0108442,1993,1
1497,Schindler&#39;s List,0108052,1993,3
1637,Fei hu wai zhuan,0104246,1993,2
1666,Death Train,0106689,1993,3
1790,Even Cowgirls Get The Blues,0106834,1993,3
1856,Fatal Instinct,0106873,1993,3
1940,"Princess and the Cobbler, The",0112389,1993,0
2182,"Trial, The",0108388,1993,1
2230,"Piano, The",0107822,1993,3
2492,Once Upon a Forest,0107745,1993,3
2543,"Nightmare Before Christmas, The",0107688,1993,1
2847,Sonatine,0108188,1993,0
2892,Little Buddha,0107426,1993,1
2916,"Fugitive, The",0106977,1993,2
3088,"Joy Luck Club, The",0107282,1993,3
3097,"Age of Innocence, The",0106226,1993,3
3123,Heart and Souls,0107091,1993,2
3176,Pieces of April,0311648,1993,3
3180,Tombstone,0108358,1993,3
3330,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),0106417,1993,3
3336,Searching for Bobby Fischer,0108065,1993,0
3369,Cliffhanger,0106582,1993,1
3396,Untamed Heart,0108451,1993,3
3405,"Heroic Trio, The",0105619,1993,3
3550,Naked,0107653,1993,3
3692,"Evil Cult, The",0108624,1993,3
3704,"Beverly Hillbillies, The",0106400,1993,3
3715,Gypsy,0107065,1993,3
3761,"Remains of the Day, The",0107943,1993,1
3921,Cannibal! The Musical,0115819,1993,0
4337,Indien,0107214,1993,0
4422,Super Mario Bros.,0108255,1993,3
4555,Telling Secrets,0108310,1993,3
4636,Coneheads,0106598,1993,3
4877,Batman: Mask of the Phantasm,0106364,1993,0
4917,Gettysburg,0107007,1993,0
5065,Indian Summer,0107212,1993,3
5083,Dragon: The Bruce Lee Story,0106770,1993,3
5238,RoboCop 3,0107978,1993,3
5243,Body of Evidence,0106453,1993,3
5285,Heidi,0107099,1993,3
