...1,id,year,imdbid,rating,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Documentary,Short,Animation,Sport,Action,Comedy,Romance,NA,Western,Music,History,Horror,Family,Fantasy,Drama,Crime,Adventure,Biography,Mystery,Sci-Fi,War,Thriller,Musical,Film-Noir,Adult,Talk-Show,News,binary
2657,796,1990,100024,3,tt0100024,movie,Life Is Sweet,Life Is Sweet,0,1990,\N,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2658,869,1990,100263,3,tt0100263,movie,Nikita,Nikita,0,1990,\N,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2659,926,1990,99731,3,tt0099731,movie,The Handmaid's Tale,The Handmaid's Tale,0,1990,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1
2660,1173,1990,100151,3,tt0100151,movie,Mindwalk,Mindwalk,0,1990,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2661,1130,1990,99653,3,tt0099653,movie,Ghost,Ghost,0,1990,\N,127,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2662,1441,1990,100332,3,tt0100332,movie,Paris Is Burning,Paris Is Burning,0,1990,\N,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2663,1663,1990,100814,3,tt0100814,movie,Tremors,Tremors,0,1990,\N,96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2664,1728,1990,100990,3,tt0100990,movie,"I, the Worst of All","Yo, la peor de todas",0,1990,\N,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
2665,1935,1990,100928,1,tt0100928,movie,White Hunter Black Heart,White Hunter Black Heart,0,1990,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2666,2156,1990,100405,3,tt0100405,movie,Pretty Woman,Pretty Woman,0,1990,\N,119,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2667,2211,1990,99685,3,tt0099685,movie,Goodfellas,Goodfellas,0,1990,\N,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,1
2668,2242,1990,99365,0,tt0099365,movie,Darkman,Darkman,0,1990,\N,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,0
2669,2379,1990,196378,3,tt0196378,video,Bimbos B.C.,Bimbos B.C.,0,1990,\N,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2670,2296,1990,99040,3,tt0099040,movie,An Angel at My Table,An Angel at My Table,0,1990,\N,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
2671,2313,1990,99165,2,tt0099165,movie,The Bonfire of the Vanities,The Bonfire of the Vanities,0,1990,\N,125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2672,2442,1990,99487,3,tt0099487,movie,Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2673,2577,1990,100935,2,tt0100935,movie,Wild at Heart,Wild at Heart,0,1990,\N,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,0
2674,2820,1990,99892,2,tt0099892,movie,Joe Versus the Volcano,Joe Versus the Volcano,0,1990,\N,102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2675,2942,1990,99582,3,tt0099582,movie,Flatliners,Flatliners,0,1990,\N,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1
2676,2963,1990,99423,3,tt0099423,movie,Die Hard 2,Die Hard 2,0,1990,\N,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1
2677,3000,1990,99810,1,tt0099810,movie,The Hunt for Red October,The Hunt for Red October,0,1990,\N,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0
2678,3247,1990,99733,3,tt0099733,movie,Happily Ever After,Happily Ever After,0,1989,\N,75,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2679,3524,1990,100530,0,tt0100530,movie,The Russia House,The Russia House,0,1990,\N,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
2680,3561,1990,100234,1,tt0100234,movie,Close-Up,Nema-ye Nazdik,0,1990,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,0
2681,3566,1990,98147,3,tt0098147,movie,A Terra-Cotta Warrior,Qin yong,0,1989,\N,145,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2682,3662,1990,99817,0,tt0099817,movie,Dark Angel,Dark Angel,0,1990,\N,91,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2683,3721,1990,359610,3,tt0359610,tvEpisode,New York City Opera: A Little Night Music,New York City Opera: A Little Night Music,0,1990,\N,178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1
2684,4034,1990,100046,3,tt0100046,movie,The Long Walk Home,The Long Walk Home,0,1990,\N,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2685,4080,1990,99818,0,tt0099818,movie,I Hired a Contract Killer,I Hired a Contract Killer,0,1990,\N,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2686,4174,1990,102993,3,tt0102993,movie,Strangers in Good Company,Strangers in Good Company,0,1990,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2687,4574,1990,99819,3,tt0099819,movie,I Love You to Death,I Love You to Death,0,1990,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2688,4706,1990,99253,3,tt0099253,movie,Child's Play 2,Child's Play 2,0,1990,\N,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1
2689,4719,1990,105643,3,tt0105643,movie,Troll 2,Troll 2,0,1990,\N,95,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2690,4750,1990,100150,0,tt0100150,movie,Miller's Crossing,Miller's Crossing,0,1990,\N,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,0
2691,4807,1990,99005,0,tt0099005,movie,Air America,Air America,0,1990,\N,113,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0
2692,5182,1990,100403,2,tt0100403,movie,Predator 2,Predator 2,0,1990,\N,108,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0
2693,5237,1990,100502,1,tt0100502,movie,RoboCop 2,RoboCop 2,0,1990,\N,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0
2694,5284,1990,100758,2,tt0100758,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,1990,\N,93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2695,5301,1990,97106,3,tt0097106,movie,A Tale of Springtime,Conte de printemps,0,1990,\N,108,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2696,5333,1990,98532,3,tt0098532,movie,The Match Factory Girl,Tulitikkutehtaan tyttö,0,1990,\N,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2697,5347,1990,99776,2,tt0099776,movie,Europa Europa,Europa Europa,0,1990,\N,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0
2698,5399,1990,98897,3,tt0098897,tvMiniSeries,Portrait of a Marriage,Portrait of a Marriage,0,1990,\N,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
2699,5556,1990,100054,0,tt0100054,movie,Lord of the Flies,Lord of the Flies,0,1990,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,0
2700,5581,1990,100691,2,tt0100691,movie,Stella,Stella,0,1990,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2701,5614,1990,100911,3,tt0100911,movie,"Welcome Home, Roxy Carmichael","Welcome Home, Roxy Carmichael",0,1990,\N,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2702,5688,1990,99871,1,tt0099871,movie,Jacob's Ladder,Jacob's Ladder,0,1990,\N,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0
2703,5776,1990,100924,3,tt0100924,movie,Where the Heart Is,Where the Heart Is,0,1990,\N,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2704,5777,1990,100404,1,tt0100404,movie,Presumed Innocent,Presumed Innocent,0,1990,\N,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0
2705,5908,1990,142233,1,tt0142233,movie,Dragon Ball Z: Tree of Might,Dragon Ball Z: Chikyû Marugoto Chôkessen,0,1990,\N,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2706,6081,1990,99012,3,tt0099012,movie,Alice,Alice,0,1990,\N,106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2707,6289,1990,99321,3,tt0099321,tvMovie,Criminal Justice,Criminal Justice,0,1990,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2708,6542,1990,99938,3,tt0099938,movie,Kindergarten Cop,Kindergarten Cop,0,1990,\N,111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2709,6562,1990,99329,3,tt0099329,movie,Cry-Baby,Cry-Baby,0,1990,\N,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1
2710,6656,1990,100557,3,tt0100557,movie,The Nasty Girl,Das schreckliche Mädchen,0,1990,\N,94,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2711,7426,1990,142245,0,tt0142245,tvMovie,Dragon Ball Z: Bardock - The Father of Goku,Dragon Ball Z Special: Tatta Hitori no Saishû Kessen ~Freeza ni Idonda Z Senshi Son Gokû no Chichi~,0,1990,\N,48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2712,7626,1990,99348,1,tt0099348,movie,Dances with Wolves,Dances with Wolves,0,1990,\N,181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2713,7659,1990,100519,1,tt0100519,movie,Rosencrantz & Guildenstern Are Dead,Rosencrantz & Guildenstern Are Dead,0,1990,\N,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2714,8021,1990,99768,3,tt0099768,movie,Hidden Agenda,Hidden Agenda,0,1990,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
2715,8043,1990,99277,2,tt0099277,movie,Class of 1999,Class of 1999,0,1990,\N,99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0
2716,8051,1990,100477,1,tt0100477,movie,The Rescuers Down Under,The Rescuers Down Under,0,1990,\N,77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2717,8061,1990,99674,3,tt0099674,movie,The Godfather Part III,The Godfather Part III,0,1990,\N,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2718,8097,1990,100142,3,tt0100142,movie,Metropolitan,Metropolitan,0,1990,\N,98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2719,8584,1990,100469,1,tt0100469,movie,The Reflecting Skin,The Reflecting Skin,0,1990,\N,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
2720,8929,1990,103768,3,tt0103768,video,Barbarian Queen II: The Empress Strikes Back,Barbarian Queen II: The Empress Strikes Back,0,1990,\N,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2721,9481,1990,100594,0,tt0100594,movie,The Sheltering Sky,The Sheltering Sky,0,1990,\N,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2722,9529,1990,99426,1,tt0099426,movie,Bullet in the Head,Dip huet gai tau,0,1990,\N,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2723,9530,1990,100232,0,tt0100232,movie,Navy Seals,Navy Seals,0,1990,\N,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0
2724,9532,1990,99399,1,tt0099399,movie,Delta Force 2: The Colombian Connection,Delta Force 2: The Colombian Connection,0,1990,\N,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0
2725,9537,1990,100222,1,tt0100222,movie,Naked Tango,Naked Tango,0,1990,\N,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2726,9546,1990,100266,0,tt0100266,movie,"No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers",0,1990,\N,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2727,9563,1990,100029,1,tt0100029,movie,Lionheart,Lionheart,0,1990,\N,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2728,9726,1990,100507,0,tt0100507,movie,Rocky V,Rocky V,0,1990,\N,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2729,9813,1990,99772,3,tt0099772,tvMovie,Hiroshima: Out of the Ashes,Hiroshima: Out of the Ashes,0,1990,\N,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,1
2730,9923,1990,99700,2,tt0099700,movie,Gremlins 2: The New Batch,Gremlins 2: The New Batch,0,1990,\N,106,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2731,10013,1990,100260,3,tt0100260,movie,Nightbreed,Nightbreed,0,1990,\N,102,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2732,10356,1990,100449,0,tt0100449,movie,Quick Change,Quick Change,0,1990,\N,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2733,10394,1990,101258,2,tt0101258,movie,Days of Being Wild,Ah fei jing juen,0,1990,\N,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2734,10415,1990,99160,2,tt0099160,movie,Blue Steel,Blue Steel,0,1990,\N,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2735,10453,1990,101399,3,tt0101399,movie,Bad Girls from Mars,Bad Girls from Mars,0,1990,\N,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2736,10884,1990,99371,2,tt0099371,movie,Days of Thunder,Days of Thunder,0,1990,\N,107,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2737,32,1991,102926,3,tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,1
2738,183,1991,101414,3,tt0101414,movie,Beauty and the Beast,Beauty and the Beast,0,1991,\N,84,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2739,266,1991,103074,3,tt0103074,movie,Thelma & Louise,Thelma & Louise,0,1991,\N,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1
2740,308,1991,102587,3,tt0102587,movie,Only Yesterday,Omohide poro poro,0,1991,\N,119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2741,467,1991,102609,3,tt0102609,movie,Other People's Money,Other People's Money,0,1991,\N,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2742,512,1991,102685,0,tt0102685,movie,Point Break,Point Break,0,1991,\N,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,0
2743,710,1991,103030,3,tt0103030,movie,High Heels,Tacones lejanos,0,1991,\N,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2744,767,1991,101921,3,tt0101921,movie,Fried Green Tomatoes,Fried Green Tomatoes,0,1991,\N,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2745,847,1991,103064,3,tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1
2746,879,1991,102898,3,tt0102898,movie,Shakes the Clown,Shakes the Clown,0,1991,\N,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2747,913,1991,102103,3,tt0102103,movie,Impromptu,Impromptu,0,1991,\N,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,1
2748,1033,1991,102057,2,tt0102057,movie,Hook,Hook,0,1991,\N,142,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2749,1346,1991,101898,2,tt0101898,movie,Flirting,Flirting,0,1991,\N,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2750,1297,1991,101640,3,tt0101640,movie,Raise the Red Lantern,Da hong denglong gaogao gua,0,1991,\N,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2751,1125,1991,103247,1,tt0103247,movie,White Fang,White Fang,0,1991,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2752,1429,1991,101597,0,tt0101597,movie,Closet Land,Closet Land,0,1991,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
2753,1089,1991,101745,1,tt0101745,movie,Doc Hollywood,Doc Hollywood,0,1991,\N,104,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2754,1579,1991,102798,3,tt0102798,movie,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,0,1991,\N,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2755,1405,1991,101889,3,tt0101889,movie,The Fisher King,The Fisher King,0,1991,\N,137,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2756,1697,1991,103112,0,tt0103112,movie,Toy Soldiers,Toy Soldiers,0,1991,\N,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
2757,1825,1991,102510,1,tt0102510,movie,The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½: The Smell of Fear,0,1991,\N,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
2758,1846,1991,102943,3,tt0102943,movie,Slacker,Slacker,0,1990,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2759,2180,1991,101765,3,tt0101765,movie,The Double Life of Véronique,La double vie de Véronique,0,1991,\N,98,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2760,2216,1991,102829,3,tt0102829,movie,Salmonberries,Salmonberries,0,1991,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2761,2315,1991,101410,1,tt0101410,movie,Barton Fink,Barton Fink,0,1991,\N,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
2762,2326,1991,101465,1,tt0101465,movie,Black Robe,Black Robe,0,1991,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,0
2763,2408,1991,102436,3,tt0102436,movie,Merci La Vie,Merci la vie,0,1991,\N,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2764,2455,1991,104057,3,tt0104057,movie,Daughters of the Dust,Daughters of the Dust,0,1991,\N,113,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2765,2491,1991,101329,3,tt0101329,movie,An American Tail: Fievel Goes West,An American Tail: Fievel Goes West,0,1991,\N,75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2766,2637,1991,101757,3,tt0101757,movie,Don't Tell Mom the Babysitter's Dead,Don't Tell Mom the Babysitter's Dead,0,1991,\N,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2767,2740,1991,103060,3,tt0103060,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0,1991,\N,88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2768,2785,1991,101701,1,tt0101701,movie,Delirious,Delirious,0,1991,\N,96,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2769,2846,1991,102536,3,tt0102536,movie,Night on Earth,Night on Earth,0,1991,\N,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2770,2857,1991,104922,1,tt0104922,movie,Motorama,Motorama,0,1991,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2771,2913,1991,101627,3,tt0101627,movie,Critters 3,Critters 3,0,1991,\N,86,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1
2772,3036,1991,102817,0,tt0102817,movie,Rubin and Ed,Rubin and Ed,0,1991,\N,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2773,3058,1991,102573,3,tt0102573,movie,The Object of Beauty,The Object of Beauty,0,1991,\N,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
2774,3251,1991,101452,1,tt0101452,movie,Bill & Ted's Bogus Journey,Bill & Ted's Bogus Journey,0,1991,\N,93,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
2775,3292,1991,103241,2,tt0103241,movie,What About Bob?,What About Bob?,0,1991,\N,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2776,3544,1991,102070,3,tt0102070,movie,Hudson Hawk,Hudson Hawk,0,1991,\N,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
2777,3563,1991,102059,1,tt0102059,movie,Hot Shots!,Hot Shots!,0,1991,\N,85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2778,3592,1991,102975,2,tt0102975,movie,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,0,1991,\N,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0
2779,3595,1991,101272,3,tt0101272,movie,The Addams Family,The Addams Family,0,1991,\N,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
2780,3987,1991,102803,1,tt0102803,movie,The Rocketeer,The Rocketeer,0,1991,\N,108,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
